CID,STATE,COUNTY,PBUSH,PGORE,PNADER,POTHER,BUSH,GORE,NADER,BUCHANAN,BROWNE,PHILLIPS,WRITEINS,HAGELIN,MCREYNOLDS,HARRIS,DODGE,NOTA,MOOREHEAD,BROWN,VENSON,YOUNGKEIT,LANE
2373,South Carolina,York,.6214,.3542,.0155,.0089,33776,19251,840,115,290,53,.,26,.,.,.,.,.,.,.,.,.
2374,South Dakota,Aurora,.5994,.3631,.,.0375,847,513,.,32,6,15,.,.,.,.,.,.,.,.,.,.,.
2375,South Dakota,Beadle,.5617,.4156,.,.0227,4347,3216,.,81,50,45,.,.,.,.,.,.,.,.,.,.,.
2376,South Dakota,Bennett,.6380,.3378,.,.0242,712,377,.,9,9,9,.,.,.,.,.,.,.,.,.,.,.
2377,South Dakota,Bon Homme,.6056,.3702,.,.0242,1901,1162,.,40,19,17,.,.,.,.,.,.,.,.,.,.,.
2378,South Dakota,Brookings,.5655,.4139,.,.0206,6212,4546,.,87,90,49,.,.,.,.,.,.,.,.,.,.,.
2379,South Dakota,Brown,.5472,.4333,.,.0195,9060,7173,.,158,73,92,.,.,.,.,.,.,.,.,.,.,.
2380,South Dakota,Brule,.5851,.3775,.,.0374,1268,818,.,39,15,27,.,.,.,.,.,.,.,.,.,.,.
2381,South Dakota,Buffalo,.3431,.6275,.,.0294,140,256,.,9,.,3,.,.,.,.,.,.,.,.,.,.,.
2382,South Dakota,Butte,.7482,.2277,.,.0241,2760,840,.,41,27,21,.,.,.,.,.,.,.,.,.,.,.
2383,South Dakota,Campbell,.8059,.1603,.,.0338,739,147,.,22,1,8,.,.,.,.,.,.,.,.,.,.,.
2384,South Dakota,Charles Mix,.6161,.3632,.,.0207,2205,1300,.,46,13,15,.,.,.,.,.,.,.,.,.,.,.
2385,South Dakota,Clark,.6034,.3752,.,.0213,1272,791,.,31,4,10,.,.,.,.,.,.,.,.,.,.,.
2386,South Dakota,Clay,.4629,.5167,.,.0204,2363,2638,.,31,52,21,.,.,.,.,.,.,.,.,.,.,.
2387,South Dakota,Codington,.6032,.3764,.,.0205,6718,4192,.,127,42,59,.,.,.,.,.,.,.,.,.,.,.
2388,South Dakota,Corson,.5060,.4417,.,.0523,629,549,.,50,7,8,.,.,.,.,.,.,.,.,.,.,.
2389,South Dakota,Custer,.6983,.2673,.,.0344,2495,955,.,45,40,38,.,.,.,.,.,.,.,.,.,.,.
2390,South Dakota,Davison,.5905,.3900,.,.0195,4445,2936,.,62,25,60,.,.,.,.,.,.,.,.,.,.,.
2391,South Dakota,Day,.5077,.4667,.,.0256,1623,1492,.,49,12,21,.,.,.,.,.,.,.,.,.,.,.
2392,South Dakota,Deuel,.5598,.4164,.,.0238,1245,926,.,38,7,8,.,.,.,.,.,.,.,.,.,.,.
2393,South Dakota,Dewey,.4527,.5235,.,.0238,761,880,.,20,4,16,.,.,.,.,.,.,.,.,.,.,.
2394,South Dakota,Douglas,.7671,.2124,.,.0205,1311,363,.,19,6,10,.,.,.,.,.,.,.,.,.,.,.
2395,South Dakota,Edmunds,.6329,.3404,.,.0267,1257,676,.,28,7,18,.,.,.,.,.,.,.,.,.,.,.
2396,South Dakota,Fall River,.6372,.3304,.,.0324,2185,1133,.,46,35,30,.,.,.,.,.,.,.,.,.,.,.
2397,South Dakota,Faulk,.6802,.2919,.,.0278,904,388,.,25,3,9,.,.,.,.,.,.,.,.,.,.,.
2398,South Dakota,Grant,.5836,.3851,.,.0313,2235,1475,.,77,14,29,.,.,.,.,.,.,.,.,.,.,.
2399,South Dakota,Gregory,.6588,.3181,.,.0230,1487,718,.,35,6,11,.,.,.,.,.,.,.,.,.,.,.
2400,South Dakota,Haakon,.8308,.1453,.,.0239,938,164,.,21,1,5,.,.,.,.,.,.,.,.,.,.,.
2401,South Dakota,Hamlin,.6357,.3390,.,.0253,1731,923,.,38,17,14,.,.,.,.,.,.,.,.,.,.,.
2402,South Dakota,Hand,.6987,.2782,.,.0231,1419,565,.,28,6,13,.,.,.,.,.,.,.,.,.,.,.
2403,South Dakota,Hanson,.6643,.3216,.,.0141,944,457,.,6,4,10,.,.,.,.,.,.,.,.,.,.,.
2404,South Dakota,Harding,.8892,.0876,.,.0233,650,64,.,10,3,4,.,.,.,.,.,.,.,.,.,.,.
2405,South Dakota,Hughes,.6886,.2936,.,.0178,5188,2212,.,54,36,44,.,.,.,.,.,.,.,.,.,.,.
2406,South Dakota,Hutchinson,.6888,.2902,.,.0210,2497,1052,.,51,6,19,.,.,.,.,.,.,.,.,.,.,.
2407,South Dakota,Hyde,.7090,.2611,.,.0299,592,218,.,20,2,3,.,.,.,.,.,.,.,.,.,.,.
2408,South Dakota,Jackson,.6606,.3067,.,.0327,687,319,.,16,7,11,.,.,.,.,.,.,.,.,.,.,.
2409,South Dakota,Jerauld,.5561,.4171,.,.0267,624,468,.,19,4,7,.,.,.,.,.,.,.,.,.,.,.
2410,South Dakota,Jones,.7666,.2063,.,.0271,509,137,.,5,4,9,.,.,.,.,.,.,.,.,.,.,.
2411,South Dakota,Kingsbury,.5911,.3847,.,.0242,1612,1049,.,36,18,12,.,.,.,.,.,.,.,.,.,.,.
2412,South Dakota,Lake,.5285,.4523,.,.0192,2724,2331,.,47,25,27,.,.,.,.,.,.,.,.,.,.,.
2413,South Dakota,Lawrence,.6727,.2974,.,.0300,6327,2797,.,110,99,73,.,.,.,.,.,.,.,.,.,.,.
2414,South Dakota,Lincoln,.6201,.3642,.,.0157,6546,3844,.,80,30,56,.,.,.,.,.,.,.,.,.,.,.
2415,South Dakota,Lyman,.6313,.3478,.,.0209,875,482,.,14,4,11,.,.,.,.,.,.,.,.,.,.,.
2416,South Dakota,McCook,.6119,.3668,.,.0213,1610,965,.,43,1,12,.,.,.,.,.,.,.,.,.,.,.
2417,South Dakota,McPherson,.7572,.2082,.,.0346,1073,295,.,33,1,15,.,.,.,.,.,.,.,.,.,.,.
2418,South Dakota,Marshall,.5277,.4517,.,.0207,1097,939,.,19,9,15,.,.,.,.,.,.,.,.,.,.,.
2419,South Dakota,Meade,.7335,.2420,.,.0245,6870,2267,.,102,62,65,.,.,.,.,.,.,.,.,.,.,.
2420,South Dakota,Mellette,.6753,.3029,.,.0218,495,222,.,12,2,2,.,.,.,.,.,.,.,.,.,.,.
2421,South Dakota,Miner,.5719,.4131,.,.0150,724,523,.,11,2,6,.,.,.,.,.,.,.,.,.,.,.
2422,South Dakota,Minnehaha,.5447,.4406,.,.0146,33428,27042,.,381,290,228,.,.,.,.,.,.,.,.,.,.,.
2423,South Dakota,Moody,.4976,.4819,.,.0205,1361,1318,.,28,14,14,.,.,.,.,.,.,.,.,.,.,.
2424,South Dakota,Pennington,.6755,.3043,.,.0202,24696,11123,.,275,268,195,.,.,.,.,.,.,.,.,.,.,.
2425,South Dakota,Perkins,.7664,.1840,.,.0496,1237,297,.,49,11,20,.,.,.,.,.,.,.,.,.,.,.
2426,South Dakota,Potter,.7443,.2383,.,.0174,1112,356,.,13,6,7,.,.,.,.,.,.,.,.,.,.,.
2427,South Dakota,Roberts,.5491,.4173,.,.0336,2237,1700,.,93,26,18,.,.,.,.,.,.,.,.,.,.,.
2428,South Dakota,Sanborn,.6049,.3691,.,.0260,767,468,.,15,9,9,.,.,.,.,.,.,.,.,.,.,.
2429,South Dakota,Shannon,.1290,.8536,.,.0174,252,1667,.,14,10,10,.,.,.,.,.,.,.,.,.,.,.
2430,South Dakota,Spink,.5959,.3879,.,.0161,1957,1274,.,26,9,18,.,.,.,.,.,.,.,.,.,.,.
2431,South Dakota,Stanley,.6915,.2911,.,.0174,955,402,.,13,4,7,.,.,.,.,.,.,.,.,.,.,.
2432,South Dakota,Sully,.7268,.2400,.,.0333,633,209,.,20,3,6,.,.,.,.,.,.,.,.,.,.,.
2433,South Dakota,Todd,.3199,.6647,.,.0154,478,993,.,7,6,10,.,.,.,.,.,.,.,.,.,.,.
2434,South Dakota,Tripp,.6904,.2890,.,.0206,1909,799,.,36,8,13,.,.,.,.,.,.,.,.,.,.,.
2435,South Dakota,Turner,.6279,.3531,.,.0190,2514,1414,.,39,12,25,.,.,.,.,.,.,.,.,.,.,.
2436,South Dakota,Union,.5657,.4085,.,.0258,3265,2358,.,109,17,23,.,.,.,.,.,.,.,.,.,.,.
2437,South Dakota,Walworth,.6886,.2824,.,.0290,1758,721,.,41,12,21,.,.,.,.,.,.,.,.,.,.,.
2438,South Dakota,Yankton,.5611,.4114,.,.0275,4904,3596,.,131,41,68,.,.,.,.,.,.,.,.,.,.,.
2439,South Dakota,Ziebach,.5326,.4355,.,.0319,384,314,.,10,6,7,.,.,.,.,.,.,.,.,.,.,.
2440,Tennessee,Anderson,.5104,.4710,.0110,.0076,14688,13556,316,76,79,16,9,10,.,.,.,.,.,26,3,.,.
2441,Tennessee,Bedford,.4842,.5027,.0066,.0066,5911,6136,80,16,28,17,.,4,.,.,.,.,.,13,2,.,.
2442,Tennessee,Benton,.3936,.5863,.0098,.0103,2484,3700,62,37,12,4,.,3,.,.,.,.,.,8,1,.,.
2443,Tennessee,Bledsoe,.5672,.4185,.0083,.0060,2380,1756,35,14,5,.,.,.,.,.,.,.,.,6,.,.,.
2444,Tennessee,Blount,.6215,.3612,.0093,.0079,25273,14688,379,117,117,34,8,14,.,.,.,.,.,28,4,.,.
2445,Tennessee,Bradley,.6850,.2978,.0092,.0080,20167,8768,271,109,64,18,3,5,.,.,.,.,.,34,4,.,.
2446,Tennessee,Campbell,.4657,.5227,.0060,.0057,5784,6492,74,37,15,1,.,2,.,.,.,.,.,11,5,.,.
2447,Tennessee,Cannon,.4096,.5742,.0096,.0066,1924,2697,45,14,12,2,.,.,.,.,.,.,.,3,.,.,.
2448,Tennessee,Carroll,.5048,.4839,.0060,.0054,5465,5239,65,32,11,3,.,.,.,.,.,.,.,10,2,.,.
2449,Tennessee,Carter,.6340,.3520,.0082,.0058,12111,6724,157,48,38,2,.,4,.,.,.,.,.,17,1,.,.
2450,Tennessee,Cheatham,.5038,.4805,.0110,.0047,6356,6062,139,19,27,4,.,4,.,.,.,.,.,5,.,.,.
2451,Tennessee,Chester,.6088,.3827,.0044,.0042,3487,2192,25,16,3,.,.,1,.,.,.,.,.,2,2,.,.
2452,Tennessee,Claiborne,.5581,.4268,.0067,.0084,5023,3841,60,28,25,3,2,3,.,.,.,.,.,13,2,.,.
2453,Tennessee,Clay,.4265,.5610,.0055,.0070,1468,1931,19,11,4,1,.,2,.,.,.,.,.,4,2,.,.
2454,Tennessee,Cocke,.6041,.3782,.0091,.0087,6185,3872,93,28,28,6,.,3,.,.,.,.,.,21,3,.,.
2455,Tennessee,Coffee,.4940,.4914,.0085,.0061,8788,8741,151,41,38,4,3,1,.,.,.,.,.,19,2,.,.
2456,Tennessee,Crockett,.4919,.4972,.0077,.0031,2676,2705,42,14,.,.,.,.,.,.,.,.,.,3,.,.,.
2457,Tennessee,Cumberland,.5781,.4020,.0117,.0082,10994,7644,223,96,32,11,1,2,.,.,.,.,.,10,4,.,.
2458,Tennessee,Davidson,.4033,.5777,.0140,.0050,84117,120508,2920,216,529,41,40,77,.,.,.,.,.,118,22,.,.
2459,Tennessee,Decatur,.4682,.5213,.0050,.0055,2046,2278,22,16,4,.,.,1,.,.,.,.,.,2,1,.,.
2460,Tennessee,DeKalb,.3848,.6010,.0101,.0042,2411,3765,63,5,10,.,2,1,.,.,.,.,.,8,.,.,.
2461,Tennessee,Dickson,.4510,.5356,.0077,.0057,7016,8332,120,25,37,3,.,2,.,.,.,.,.,20,1,.,.
2462,Tennessee,Dyer,.5305,.4582,.0074,.0039,6282,5425,88,19,5,7,.,3,.,.,.,.,.,10,2,.,.
2463,Tennessee,Fayette,.5553,.4369,.0038,.0040,6402,5037,44,19,15,4,.,2,.,.,.,.,.,6,.,.,.
2464,Tennessee,Fentress,.5668,.4195,.0046,.0091,3417,2529,28,27,5,4,.,1,.,.,.,.,.,17,1,.,.
2465,Tennessee,Franklin,.4465,.5328,.0129,.0077,6560,7828,190,29,27,25,.,9,.,.,.,.,.,21,2,.,.
2466,Tennessee,Gibson,.4835,.5055,.0059,.0051,8286,8663,101,56,13,2,.,4,.,.,.,.,.,12,.,.,.
2467,Tennessee,Giles,.4348,.5491,.0078,.0082,4377,5527,79,37,22,5,.,3,.,.,.,.,.,15,1,.,.
2468,Tennessee,Grainger,.6048,.3812,.0074,.0066,3746,2361,46,15,8,4,.,2,.,.,.,.,.,11,1,.,.
2469,Tennessee,Greene,.6024,.3799,.0089,.0087,12540,7909,185,52,49,24,.,16,.,.,.,.,.,33,8,.,.
2470,Tennessee,Grundy,.3379,.6462,.0081,.0078,1553,2970,37,15,5,3,7,2,.,.,.,.,.,3,1,.,.
2471,Tennessee,Hamblen,.6002,.3840,.0092,.0066,11824,7564,181,53,48,6,.,3,.,.,.,.,.,14,6,.,.
2472,Tennessee,Hamilton,.5533,.4295,.0107,.0064,66605,51708,1290,265,306,44,58,34,.,.,.,.,.,57,12,.,.
2473,Tennessee,Hancock,.6472,.3325,.0082,.0120,1343,690,17,11,12,1,.,1,.,.,.,.,.,.,.,.,.
2474,Tennessee,Hardeman,.4236,.5626,.0043,.0094,3729,4953,38,30,14,9,1,7,.,.,.,.,.,18,4,.,.
2475,Tennessee,Hardin,.5638,.4253,.0056,.0054,4951,3735,49,14,4,.,16,2,.,.,.,.,.,8,3,.,.
2476,Tennessee,Hawkins,.5890,.3950,.0086,.0074,10071,6753,147,47,40,9,4,2,.,.,.,.,.,18,7,.,.
2477,Tennessee,Haywood,.3943,.6000,.0031,.0026,2554,3887,20,7,2,2,.,2,.,.,.,.,.,3,1,.,.
2478,Tennessee,Henderson,.6135,.3769,.0055,.0040,5153,3166,46,20,6,.,.,2,.,.,.,.,.,6,.,.,.
2479,Tennessee,Henry,.4829,.4950,.0102,.0119,5944,6093,125,55,22,11,41,3,.,.,.,.,.,14,1,.,.
2480,Tennessee,Hickman,.4012,.5836,.0080,.0073,2914,4239,58,20,11,3,11,1,.,.,.,.,.,3,4,.,.
2481,Tennessee,Houston,.3176,.6655,.0051,.0118,993,2081,16,11,9,2,.,2,.,.,.,.,.,12,1,.,.
2482,Tennessee,Humphreys,.3573,.6294,.0097,.0036,2387,4205,65,10,10,1,1,1,.,.,.,.,.,1,.,.,.
2483,Tennessee,Jackson,.2911,.6950,.0076,.0063,1384,3304,36,10,10,2,.,2,.,.,.,.,.,5,1,.,.
2484,Tennessee,Jefferson,.6145,.3710,.0086,.0059,8657,5226,121,38,22,10,1,2,.,.,.,.,.,8,2,.,.
2485,Tennessee,Johnson,.6611,.3205,.0095,.0088,3740,1813,54,12,13,7,.,6,.,.,.,.,.,12,.,.,.
2486,Tennessee,Knox,.5768,.4049,.0118,.0066,86851,60969,1772,306,501,43,8,46,.,.,.,.,.,79,11,.,.
2487,Tennessee,Lake,.3512,.6380,.0049,.0058,781,1419,11,6,4,1,.,.,.,.,.,.,.,.,2,.,.
2488,Tennessee,Lauderdale,.4370,.5545,.0035,.0050,3329,4224,27,21,3,3,.,2,.,.,.,.,.,7,2,.,.
2489,Tennessee,Lawrence,.5261,.4591,.0068,.0080,7613,6643,98,48,19,14,.,14,.,.,.,.,.,21,.,.,.
2490,Tennessee,Lewis,.4609,.5161,.0143,.0088,2037,2281,63,18,4,7,.,1,.,.,.,.,.,7,2,.,.
2491,Tennessee,Lincoln,.5099,.4747,.0068,.0086,5435,5060,72,36,21,6,18,2,.,.,.,.,.,9,.,.,.
2492,Tennessee,Loudon,.6257,.3599,.0080,.0063,10266,5905,132,38,44,5,.,3,.,.,.,.,.,13,.,.,.
2493,Tennessee,McMinn,.6117,.3700,.0086,.0097,10155,6142,142,67,57,7,.,8,.,.,.,.,.,22,.,.,.
2494,Tennessee,McNairy,.5448,.4453,.0052,.0047,4897,4003,47,23,9,2,.,.,.,.,.,.,.,6,2,.,.
2495,Tennessee,Macon,.5186,.4713,.0046,.0055,3366,3059,30,10,10,1,.,4,.,.,.,.,.,7,4,.,.
2496,Tennessee,Madison,.5264,.4651,.0051,.0034,17862,15781,173,48,31,12,.,4,.,.,.,.,.,17,2,.,.
2497,Tennessee,Marion,.4538,.5308,.0072,.0082,4651,5441,74,50,17,4,.,1,.,.,.,.,.,7,5,.,.
2498,Tennessee,Marshall,.4386,.5457,.0100,.0057,4105,5107,94,22,19,3,2,2,.,.,.,.,.,5,.,.,.
2499,Tennessee,Maury,.5098,.4755,.0088,.0058,11930,11127,207,37,49,8,17,4,.,.,.,.,.,16,5,.,.
2500,Tennessee,Meigs,.5301,.4587,.0035,.0077,1797,1555,12,12,6,1,2,3,.,.,.,.,.,2,.,.,.
2501,Tennessee,Monroe,.5779,.4097,.0060,.0065,7514,5327,78,40,18,10,1,3,.,.,.,.,.,12,.,.,.
2502,Tennessee,Montgomery,.5031,.4820,.0092,.0057,19644,18818,359,81,72,15,5,11,.,.,.,.,.,35,4,.,.
2503,Tennessee,Moore,.4976,.4811,.0117,.0096,1145,1107,27,7,6,2,.,2,.,.,.,.,.,3,2,.,.
2504,Tennessee,Morgan,.5102,.4740,.0063,.0094,3144,2921,39,27,6,7,12,2,.,.,.,.,.,4,.,.,.
2505,Tennessee,Obion,.4958,.4868,.0080,.0094,6168,6056,99,62,19,10,.,7,.,.,.,.,.,13,6,.,.
2506,Tennessee,Overton,.3835,.6013,.0061,.0091,2875,4507,46,29,12,10,.,5,.,.,.,.,.,12,.,.,.
2507,Tennessee,Perry,.4065,.5757,.0098,.0080,1165,1650,28,8,7,1,1,.,.,.,.,.,.,3,3,.,.
2508,Tennessee,Pickett,.5721,.4194,.0054,.0031,1281,939,12,2,2,1,.,.,.,.,.,.,.,2,.,.,.
2509,Tennessee,Polk,.5197,.4601,.0082,.0120,2907,2574,46,48,10,2,.,.,.,.,.,.,.,6,1,.,.
2510,Tennessee,Putnam,.5013,.4807,.0102,.0079,11248,10785,228,57,61,15,4,8,.,.,.,.,.,26,6,.,.
2511,Tennessee,Rhea,.6038,.3809,.0076,.0078,5900,3722,74,32,16,.,2,6,.,.,.,.,.,17,3,.,.
2512,Tennessee,Roane,.5320,.4490,.0099,.0091,11345,9575,211,97,60,9,.,10,.,.,.,.,.,15,4,.,.
2513,Tennessee,Robertson,.4798,.5083,.0073,.0046,9675,10249,148,39,28,4,.,5,.,.,.,.,.,14,2,.,.
2514,Tennessee,Rutherford,.5379,.4400,.0165,.0057,33445,27360,1024,110,143,29,.,12,.,.,.,.,.,48,11,.,.
2515,Tennessee,Scott,.5410,.4485,.0047,.0057,3579,2967,31,22,7,3,1,.,.,.,.,.,.,5,.,.,.
2516,Tennessee,Sequatchie,.5580,.4240,.0095,.0085,2169,1648,37,23,3,3,.,.,.,.,.,.,.,3,1,.,.
2517,Tennessee,Sevier,.6597,.3236,.0102,.0065,16734,8208,259,64,65,4,.,4,.,.,.,.,.,24,3,.,.
2518,Tennessee,Shelby,.4209,.5654,.0085,.0052,141756,190404,2860,299,469,235,123,115,.,.,.,.,.,199,295,.,.
2519,Tennessee,Smith,.3244,.6647,.0057,.0052,2384,4884,42,21,7,3,.,1,.,.,.,.,.,5,1,.,.
2520,Tennessee,Stewart,.3818,.6002,.0105,.0075,1826,2870,50,15,10,1,.,.,.,.,.,.,.,10,.,.,.
2521,Tennessee,Sullivan,.6008,.3832,.0093,.0067,33482,21354,520,80,137,65,7,21,.,.,.,.,.,55,6,.,.
2522,Tennessee,Sumner,.5468,.4382,.0095,.0055,27601,22118,482,86,109,23,5,13,.,.,.,.,.,36,4,.,.
2523,Tennessee,Tipton,.6084,.3806,.0058,.0052,10070,6300,96,25,29,10,.,3,.,.,.,.,.,17,2,.,.
2524,Tennessee,Trousdale,.3226,.6676,.0051,.0048,950,1966,15,4,1,5,.,1,.,.,.,.,.,2,1,.,.
2525,Tennessee,Unicoi,.5880,.3991,.0062,.0067,3780,2566,40,12,13,1,2,5,.,.,.,.,.,9,1,.,.
2526,Tennessee,Union,.5496,.4405,.0052,.0048,3199,2564,30,14,8,.,1,2,.,.,.,.,.,3,.,.,.
2527,Tennessee,Van Buren,.3965,.5889,.0038,.0108,845,1255,8,10,5,1,.,1,.,.,.,.,.,6,.,.,.
2528,Tennessee,Warren,.4228,.5619,.0080,.0073,5552,7378,105,31,28,5,.,4,.,.,.,.,.,25,3,.,.
2529,Tennessee,Washington,.5951,.3893,.0099,.0058,22579,14769,375,64,94,19,5,12,.,.,.,.,.,14,11,.,.
2530,Tennessee,Wayne,.6351,.3504,.0081,.0064,3370,1859,43,20,7,2,2,.,.,.,.,.,.,3,.,.,.
2531,Tennessee,Weakley,.5155,.4703,.0077,.0065,6106,5570,91,44,12,9,.,3,.,.,.,.,.,8,1,.,.
2532,Tennessee,White,.4534,.5318,.0075,.0073,3525,4135,58,29,14,1,.,.,.,.,.,.,.,12,1,.,.
2533,Tennessee,Williamson,.6658,.3208,.0092,.0042,38901,18745,536,50,141,30,.,6,.,.,.,.,.,15,5,.,.
2534,Tennessee,Wilson,.5247,.4611,.0086,.0057,18844,16561,308,69,75,8,2,6,.,.,.,.,.,39,4,.,.
2535,Texas,Anderson,.6522,.3343,.0087,.0048,9835,5041,131,40,33,.,.,.,.,.,.,.,.,.,.,.,.
2536,Texas,Andrews,.7681,.2177,.0070,.0072,3091,876,28,18,11,.,.,.,.,.,.,.,.,.,.,.,.
2537,Texas,Angelina,.6172,.3691,.0091,.0046,16648,9957,245,72,52,.,.,.,.,.,.,.,.,.,.,.,.
2538,Texas,Aransas,.6536,.3198,.0221,.0046,5390,2637,182,14,23,.,.,.,1,.,.,.,.,.,.,.,.
2539,Texas,Archer,.7383,.2484,.0090,.0043,2951,993,36,11,6,.,.,.,.,.,.,.,.,.,.,.,.
2540,Texas,Armstrong,.8230,.1599,.0117,.0053,772,150,11,1,3,1,.,.,.,.,.,.,.,.,.,.,.
2541,Texas,Atascosa,.5798,.4022,.0121,.0059,6231,4322,130,17,43,3,.,.,.,.,.,.,.,.,.,.,.
2542,Texas,Austin,.7219,.2609,.0121,.0051,6661,2407,112,24,18,5,.,.,.,.,.,.,.,.,.,.,.
2543,Texas,Bailey,.7603,.2335,.0029,.0033,1589,488,6,5,2,.,.,.,.,.,.,.,.,.,.,.,.
2544,Texas,Bandera,.7718,.1961,.0216,.0106,5613,1426,157,26,46,5,.,.,.,.,.,.,.,.,.,.,.
2545,Texas,Bastrop,.5631,.3809,.0476,.0084,10310,6973,871,36,113,4,.,.,1,.,.,.,.,.,.,.,.
2546,Texas,Baylor,.6477,.3342,.0131,.0050,1285,663,26,9,1,.,.,.,.,.,.,.,.,.,.,.,.
2547,Texas,Bee,.5317,.4556,.0079,.0048,4429,3795,66,17,20,3,.,.,.,.,.,.,.,.,.,.,.
2548,Texas,Bell,.6511,.3320,.0115,.0054,41208,21011,728,144,200,.,.,.,.,.,.,.,.,.,.,.,.
2549,Texas,Bexar,.5224,.4486,.0237,.0052,215613,185158,9790,703,1425,30,2,.,5,.,.,.,.,.,.,.,.
2550,Texas,Blanco,.7372,.2153,.0372,.0104,2777,811,140,13,24,1,.,.,1,.,.,.,.,.,.,.,.
2551,Texas,Borden,.8017,.1756,.0142,.0085,283,62,5,1,.,2,.,.,.,.,.,.,.,.,.,.,.
2552,Texas,Bosque,.7009,.2851,.0096,.0044,4745,1930,65,10,20,.,.,.,.,.,.,.,.,.,.,.,.
2553,Texas,Bowie,.6044,.3846,.0078,.0031,18325,11662,238,53,38,4,.,.,.,.,.,.,.,.,.,.,.
2554,Texas,Brazoria,.6679,.3110,.0151,.0060,53445,24883,1212,184,292,3,.,.,.,.,.,.,.,.,.,.,.
2555,Texas,Brazos,.7001,.2633,.0288,.0078,32864,12359,1351,83,283,.,.,.,1,.,.,.,.,.,.,.,.
2556,Texas,Brewster,.5215,.3768,.0855,.0162,1867,1349,306,17,41,.,.,.,.,.,.,.,.,.,.,.,.
2557,Texas,Briscoe,.7047,.2902,.0013,.0039,544,224,1,1,2,.,.,.,.,.,.,.,.,.,.,.,.
2558,Texas,Brooks,.2287,.7626,.0058,.0029,556,1854,14,1,6,.,.,.,.,.,.,.,.,.,.,.,.
2559,Texas,Brown,.7437,.2429,.0097,.0037,9609,3138,125,27,21,.,.,.,.,.,.,.,.,.,.,.,.
2560,Texas,Burleson,.6038,.3810,.0102,.0049,3542,2235,60,12,17,.,.,.,.,.,.,.,.,.,.,.,.
2561,Texas,Burnet,.7018,.2688,.0221,.0073,9286,3557,292,29,67,1,.,.,.,.,.,.,.,.,.,.,.
2562,Texas,Caldwell,.5534,.4108,.0282,.0075,5216,3872,266,25,46,.,.,.,.,.,.,.,.,.,.,.,.
2563,Texas,Calhoun,.5674,.4215,.0066,.0046,3724,2766,43,14,15,1,.,.,.,.,.,.,.,.,.,.,.
2564,Texas,Callahan,.7467,.2398,.0069,.0065,3656,1174,34,15,17,.,.,.,.,.,.,.,.,.,.,.,.
2565,Texas,Cameron,.4480,.5352,.0113,.0055,27800,33214,699,116,228,.,.,.,.,.,.,.,.,.,.,.,.
2566,Texas,Camp,.5605,.4294,.0082,.0018,2121,1625,31,4,3,.,.,.,.,.,.,.,.,.,.,.,.
2567,Texas,Carson,.8082,.1751,.0106,.0062,2216,480,29,12,4,1,.,.,.,.,.,.,.,.,.,.,.
2568,Texas,Cass,.5713,.4191,.0062,.0034,6295,4618,68,23,14,1,.,.,.,.,.,.,.,.,.,.,.
2569,Texas,Castro,.6827,.3088,.0030,.0055,1607,727,7,11,2,.,.,.,.,.,.,.,.,.,.,.,.
2570,Texas,Chambers,.6903,.2945,.0113,.0039,6769,2888,111,17,21,.,.,.,.,.,.,.,.,.,.,.,.
2571,Texas,Cherokee,.6603,.3271,.0084,.0042,9599,4755,122,27,33,1,.,.,.,.,.,.,.,.,.,.,.
2572,Texas,Childress,.7084,.2832,.0052,.0033,1506,602,11,6,1,.,.,.,.,.,.,.,.,.,.,.,.
2573,Texas,Clay,.6711,.3149,.0084,.0056,3112,1460,39,16,10,.,.,.,.,.,.,.,.,.,.,.,.
2574,Texas,Cochran,.6892,.2938,.0094,.0077,807,344,11,6,3,.,.,.,.,.,.,.,.,.,.,.,.
2575,Texas,Coke,.7505,.2343,.0092,.0059,1137,355,14,4,5,.,.,.,.,.,.,.,.,.,.,.,.
2576,Texas,Coleman,.7510,.2384,.0075,.0031,2687,853,27,5,6,.,.,.,.,.,.,.,.,.,.,.,.
2577,Texas,Collin,.7307,.2445,.0182,.0066,128179,42884,3195,296,854,11,.,.,1,.,.,.,.,.,.,.,.
2578,Texas,Collingsworth,.6883,.3032,.0042,.0042,974,429,6,4,2,.,.,.,.,.,.,.,.,.,.,.,.
2579,Texas,Colorado,.6777,.3075,.0116,.0032,4913,2229,84,19,4,.,.,.,.,.,.,.,.,.,.,.,.
2580,Texas,Comal,.7512,.2178,.0240,.0071,24599,7131,787,74,147,10,.,.,.,.,.,.,.,.,.,.,.
2581,Texas,Comanche,.6639,.3258,.0066,.0038,3334,1636,33,7,12,.,.,.,.,.,.,.,.,.,.,.,.
2582,Texas,Concho,.7416,.2430,.0091,.0063,818,268,10,3,4,.,.,.,.,.,.,.,.,.,.,.,.
2583,Texas,Cooke,.7519,.2341,.0092,.0048,10128,3153,124,30,34,.,.,.,.,.,.,.,.,.,.,.,.
2584,Texas,Coryell,.6841,.2978,.0134,.0047,10321,4493,202,37,34,.,.,.,.,.,.,.,.,.,.,.,.
2585,Texas,Cottle,.6631,.3184,.0040,.0145,502,241,3,10,1,.,.,.,.,.,.,.,.,.,.,.,.
2586,Texas,Crane,.7533,.2340,.0097,.0030,1246,387,16,4,1,.,.,.,.,.,.,.,.,.,.,.,.
2587,Texas,Crockett,.6609,.3340,.0014,.0036,924,467,2,1,4,.,.,.,.,.,.,.,.,.,.,.,.
