"fips_fixed","clinton","trump","johnson","stein","other","totalvotes","state","jurisdiction"
"05019",0.42458362655407,0.516537649542576,0.0229885057471264,0.00797560403471734,0.0279146141215107,8526,"AR","Clark"
"05021",0.230576923076923,0.727115384615385,0.0192307692307692,0.00673076923076923,0.0163461538461538,5200,"AR","Clay"
"05023",0.173851882498966,0.782623086470832,0.0189491104675217,0.00521307405875052,0.0193628465039305,12085,"AR","Cleburne"
"05025",0.215563506261181,0.734048896839595,0.0175909361955874,0.00238521168753727,0.0304114490161002,3354,"AR","Cleveland"
"05027",0.353325081579836,0.613930460222797,0.0131652976257455,0.00450095645324632,0.0150782041183752,8887,"AR","Columbia"
"05029",0.335057398763719,0.611706824776082,0.0215718430679955,0.00542449854926202,0.0262394348429418,7927,"AR","Conway"
"05031",0.296235909257021,0.643521772130548,0.0289826553847019,0.00854580721333596,0.0227138560143929,35573,"AR","Craighead"
"05033",0.199910913140312,0.743251670378619,0.0258797327394209,0.00770601336302895,0.0232516703786192,22450,"AR","Crawford"
"05035",0.527206619859579,0.436559679037111,0.0151705115346038,0.00601805416248746,0.0150451354062187,15952,"AR","Crittenden"
"05037",0.290805935408787,0.666860634274076,0.0152749490835031,0.00349141693337213,0.0235670643002619,6874,"AR","Cross"
"05039",0.420425839047275,0.544568747744497,0.00938289426199928,0.00433056658246121,0.0212919523637676,2771,"AR","Dallas"
"05041",0.523373267559314,0.450786939159032,0.0103359173126615,0.000939628846605591,0.0145642471223867,4257,"AR","Desha"
"05043",0.358605003790751,0.601667930250189,0.0168309325246399,0.00652009097801365,0.0163760424564064,6595,"AR","Drew"
"05045",0.307803985103205,0.617459549308814,0.0352431249605487,0.0107517831969196,0.0287415574305132,47527,"AR","Faulkner"
"05047",0.203249630723781,0.744313146233383,0.0261447562776957,0.00502215657311669,0.0212703101920236,6770,"AR","Franklin"
"05049",0.223595976529757,0.727367979882649,0.0224224643755239,0.00859178541492037,0.01802179379715,4772,"AR","Fulton"
"05051",0.301703222644284,0.639308908222032,0.0242372258301679,0.00948413184658743,0.0252665114569293,40805,"AR","Garland"
"05053",0.184419073203492,0.768972464741437,0.0237743451981195,0.00402955003357958,0.0188045668233714,7445,"AR","Grant"
"05055",0.210342465753425,0.734246575342466,0.0276712328767123,0.00664383561643836,0.0210958904109589,14600,"AR","Greene"
"05057",0.337210951908072,0.624343878564335,0.0150375939849624,0.00312101007235069,0.0202865654702795,7049,"AR","Hempstead"
"05059",0.263647019423979,0.684192900200938,0.0200100468854655,0.00937709310113865,0.0227729403884796,11944,"AR","Hot Spring"
"05061",0.289045785194694,0.675438596491228,0.0128369704749679,0.0047068891741549,0.0179717586649551,4674,"AR","Howard"
"05063",0.211620390774203,0.729836932569414,0.0258557367415895,0.00624357279271338,0.0264433671220802,13614,"AR","Independence"
"05065",0.204295154185022,0.741923641703377,0.0229441997063142,0.00825991189427313,0.0225770925110132,5448,"AR","Izard"
"05067",0.307020946470132,0.633630721489527,0.0215283165244375,0.00504266873545384,0.03277734678045,5156,"AR","Jackson"
"05069",0.609098632887928,0.357225612110914,0.0114312195875492,0.00606318065961227,0.0161813547539971,25894,"AR","Jefferson"
"05071",0.266352063213345,0.668459174714662,0.0322651448639157,0.00987708516242318,0.0230465320456541,9112,"AR","Johnson"
"05073",0.360839160839161,0.614685314685315,0.00909090909090909,0.00174825174825175,0.0136363636363636,2860,"AR","Lafayette"
"05075",0.222163588390501,0.714863676341249,0.029023746701847,0.00686015831134565,0.0270888302550572,5685,"AR","Lawrence"
"05077",0.573364177131527,0.406146728354263,0.00727032385988103,0.00198281559814937,0.0112359550561798,3026,"AR","Lee"
"05079",0.32723470987977,0.641662310507057,0.0125457396759017,0.00418191322530057,0.0143753267119707,3826,"AR","Lincoln"
