Locality,PrecinctCode,PrecinctName,ActiveVoters,InactiveVoters,AllVoters,MilitaryVoters,OverseasVoters,TempVoters,TotalPrecinctsInLocality,TotalActiveVotersPrecinctLocality,TotalInActiveVotersPrecinctLocality,TotalAllVotersPrecinctLocality,TotalMilitaryVotersPrecinctLocality,TotalOverseasVotersPrecinctLocality,TotalFederalVotersPrecinctLocality,StateTotalLocality,TotalActiveVotersLocality,TotalInActiveVotersLocality,TotalAllVotersLocality,TotalMilitaryVotersLocality,TotalOverseasVotersLocality,TotalFederalVotersLocality,StateTotalPrecincts
Locality: 107 LOUDOUN COUNTY,0626,626 - ASHBY PONDS,"1,124",17,"1,141",,3,2,93,"223,985","15,709","239,694",814,"1,636",420,133,"5,127,093","492,058","5,619,151","37,804","21,094","7,660","2,440"
Locality: 107 LOUDOUN COUNTY,0627,627 - ASHBROOK,"2,124",202,"2,326",4,11,6,93,"223,985","15,709","239,694",814,"1,636",420,133,"5,127,093","492,058","5,619,151","37,804","21,094","7,660","2,440"
Locality: 107 LOUDOUN COUNTY,0628,628 - MOOREFIELD STATION,"2,832",350,"3,182",12,19,2,93,"223,985","15,709","239,694",814,"1,636",420,133,"5,127,093","492,058","5,619,151","37,804","21,094","7,660","2,440"
Locality: 107 LOUDOUN COUNTY,0629,629 - DISCOVERY,821,86,907,,5,2,93,"223,985","15,709","239,694",814,"1,636",420,133,"5,127,093","492,058","5,619,151","37,804","21,094","7,660","2,440"
Locality: 107 LOUDOUN COUNTY,0701,701 - SULLY,"2,759",224,"2,983",12,16,3,93,"223,985","15,709","239,694",814,"1,636",420,133,"5,127,093","492,058","5,619,151","37,804","21,094","7,660","2,440"
Locality: 107 LOUDOUN COUNTY,0702,702 - PARK VIEW,"2,306",193,"2,499",3,8,4,93,"223,985","15,709","239,694",814,"1,636",420,133,"5,127,093","492,058","5,619,151","37,804","21,094","7,660","2,440"
Locality: 107 LOUDOUN COUNTY,0703,703 - ROLLING RIDGE,"2,720",249,"2,969",8,27,8,93,"223,985","15,709","239,694",814,"1,636",420,133,"5,127,093","492,058","5,619,151","37,804","21,094","7,660","2,440"
Locality: 107 LOUDOUN COUNTY,0705,705 - FOREST GROVE,"3,350",341,"3,691",14,18,9,93,"223,985","15,709","239,694",814,"1,636",420,133,"5,127,093","492,058","5,619,151","37,804","21,094","7,660","2,440"
Locality: 107 LOUDOUN COUNTY,0707,707 - CLAUDE MOORE PARK,"2,162",193,"2,355",13,28,5,93,"223,985","15,709","239,694",814,"1,636",420,133,"5,127,093","492,058","5,619,151","37,804","21,094","7,660","2,440"
Locality: 107 LOUDOUN COUNTY,0708,708 - SENECA,"2,486",156,"2,642",5,23,8,93,"223,985","15,709","239,694",814,"1,636",420,133,"5,127,093","492,058","5,619,151","37,804","21,094","7,660","2,440"
Locality: 107 LOUDOUN COUNTY,0709,709 - MIRROR RIDGE,"2,726",235,"2,961",4,24,4,93,"223,985","15,709","239,694",814,"1,636",420,133,"5,127,093","492,058","5,619,151","37,804","21,094","7,660","2,440"
Locality: 107 LOUDOUN COUNTY,0710,710 - STERLING,"2,272",213,"2,485",10,14,4,93,"223,985","15,709","239,694",814,"1,636",420,133,"5,127,093","492,058","5,619,151","37,804","21,094","7,660","2,440"
Locality: 107 LOUDOUN COUNTY,0808,808 - STONE BRIDGE,"3,336",206,"3,542",4,39,8,93,"223,985","15,709","239,694",814,"1,636",420,133,"5,127,093","492,058","5,619,151","37,804","21,094","7,660","2,440"
Locality: 107 LOUDOUN COUNTY,0810,810 - CEDAR LANE,"2,837",235,"3,072",9,27,5,93,"223,985","15,709","239,694",814,"1,636",420,133,"5,127,093","492,058","5,619,151","37,804","21,094","7,660","2,440"
Locality: 107 LOUDOUN COUNTY,0813,813 - SELDENS LANDING,"2,197",273,"2,470",6,17,6,93,"223,985","15,709","239,694",814,"1,636",420,133,"5,127,093","492,058","5,619,151","37,804","21,094","7,660","2,440"
Locality: 107 LOUDOUN COUNTY,0814,814 - NEWTON - LEE,"3,008",188,"3,196",13,33,6,93,"223,985","15,709","239,694",814,"1,636",420,133,"5,127,093","492,058","5,619,151","37,804","21,094","7,660","2,440"
Locality: 107 LOUDOUN COUNTY,0815,815 - BELMONT RIDGE,"3,008",190,"3,198",7,23,5,93,"223,985","15,709","239,694",814,"1,636",420,133,"5,127,093","492,058","5,619,151","37,804","21,094","7,660","2,440"
Locality: 107 LOUDOUN COUNTY,0817,817 - SANDERS CORNER,"3,496",237,"3,733",10,28,5,93,"223,985","15,709","239,694",814,"1,636",420,133,"5,127,093","492,058","5,619,151","37,804","21,094","7,660","2,440"
Locality: 107 LOUDOUN COUNTY,0818,818 - BROAD RUN,"2,308",130,"2,438",5,21,2,93,"223,985","15,709","239,694",814,"1,636",420,133,"5,127,093","492,058","5,619,151","37,804","21,094","7,660","2,440"
Locality: 107 LOUDOUN COUNTY,0819,819 - HERITAGE CHURCH,"2,173",110,"2,283",3,20,5,93,"223,985","15,709","239,694",814,"1,636",420,133,"5,127,093","492,058","5,619,151","37,804","21,094","7,660","2,440"
Locality: 107 LOUDOUN COUNTY,0820,820 - BELMONT STATION,"2,451",172,"2,623",7,27,12,93,"223,985","15,709","239,694",814,"1,636",420,133,"5,127,093","492,058","5,619,151","37,804","21,094","7,660","2,440"
Locality: 107 LOUDOUN COUNTY,0822,822 - RIVERSIDE,"1,863",145,"2,008",6,8,8,93,"223,985","15,709","239,694",814,"1,636",420,133,"5,127,093","492,058","5,619,151","37,804","21,094","7,660","2,440"
Locality: 109 LOUISA COUNTY,0101,101 - ZION,"2,283",118,"2,401",5,5,1,15,"22,512","1,168","23,680",78,25,19,133,"5,127,093","492,058","5,619,151","37,804","21,094","7,660","2,440"
Locality: 109 LOUISA COUNTY,0102,102 - MECHANICSVILLE,"1,329",55,"1,384",3,1,1,15,"22,512","1,168","23,680",78,25,19,133,"5,127,093","492,058","5,619,151","37,804","21,094","7,660","2,440"
Locality: 109 LOUISA COUNTY,0201,201 - LOUISA #1,"1,570",122,"1,692",6,2,,15,"22,512","1,168","23,680",78,25,19,133,"5,127,093","492,058","5,619,151","37,804","21,094","7,660","2,440"
Locality: 109 LOUISA COUNTY,0202,202 - LOUISA #2,"1,460",86,"1,546",4,1,1,15,"22,512","1,168","23,680",78,25,19,133,"5,127,093","492,058","5,619,151","37,804","21,094","7,660","2,440"
Locality: 109 LOUISA COUNTY,0301,301 - PATRICK HENRY NO 1,"2,762",108,"2,870",15,8,1,15,"22,512","1,168","23,680",78,25,19,133,"5,127,093","492,058","5,619,151","37,804","21,094","7,660","2,440"
Locality: 109 LOUISA COUNTY,0302,302 - PATRICK HENRY #2,727,36,763,7,1,2,15,"22,512","1,168","23,680",78,25,19,133,"5,127,093","492,058","5,619,151","37,804","21,094","7,660","2,440"
Locality: 109 LOUISA COUNTY,0401,401 - MINERAL,"2,487",162,"2,649",10,2,1,15,"22,512","1,168","23,680",78,25,19,133,"5,127,093","492,058","5,619,151","37,804","21,094","7,660","2,440"
Locality: 109 LOUISA COUNTY,0402,402 - YANCEYVILLE,742,85,827,5,,3,15,"22,512","1,168","23,680",78,25,19,133,"5,127,093","492,058","5,619,151","37,804","21,094","7,660","2,440"
Locality: 109 LOUISA COUNTY,0501,501 - FREDERICKS HALL,888,47,935,2,,,15,"22,512","1,168","23,680",78,25,19,133,"5,127,093","492,058","5,619,151","37,804","21,094","7,660","2,440"
Locality: 109 LOUISA COUNTY,0502,502 - CUCKOO,"1,260",59,"1,319",4,,1,15,"22,512","1,168","23,680",78,25,19,133,"5,127,093","492,058","5,619,151","37,804","21,094","7,660","2,440"
Locality: 109 LOUISA COUNTY,0503,503 - ELK CREEK,892,40,932,3,3,1,15,"22,512","1,168","23,680",78,25,19,133,"5,127,093","492,058","5,619,151","37,804","21,094","7,660","2,440"
Locality: 109 LOUISA COUNTY,0601,601 - BUMPASS,"1,279",64,"1,343",5,1,,15,"22,512","1,168","23,680",78,25,19,133,"5,127,093","492,058","5,619,151","37,804","21,094","7,660","2,440"
Locality: 109 LOUISA COUNTY,0602,602 - LOCUST CREEK,"1,685",74,"1,759",1,,2,15,"22,512","1,168","23,680",78,25,19,133,"5,127,093","492,058","5,619,151","37,804","21,094","7,660","2,440"
Locality: 109 LOUISA COUNTY,0701,701 - SHELTONS MILL,"1,770",62,"1,832",6,1,5,15,"22,512","1,168","23,680",78,25,19,133,"5,127,093","492,058","5,619,151","37,804","21,094","7,660","2,440"
Locality: 109 LOUISA COUNTY,0702,702 - SOUTH ANNA,"1,378",50,"1,428",2,,,15,"22,512","1,168","23,680",78,25,19,133,"5,127,093","492,058","5,619,151","37,804","21,094","7,660","2,440"
Locality: 111 LUNENBURG COUNTY,0101,101 - PLYMOUTH,894,90,984,2,1,,11,"7,386",574,"7,960",28,10,2,133,"5,127,093","492,058","5,619,151","37,804","21,094","7,660","2,440"
Locality: 111 LUNENBURG COUNTY,0201,201 - BROWNS STORE,825,53,878,3,2,,11,"7,386",574,"7,960",28,10,2,133,"5,127,093","492,058","5,619,151","37,804","21,094","7,660","2,440"
Locality: 111 LUNENBURG COUNTY,0301,301 - ROSEBUD,550,32,582,2,3,,11,"7,386",574,"7,960",28,10,2,133,"5,127,093","492,058","5,619,151","37,804","21,094","7,660","2,440"
Locality: 111 LUNENBURG COUNTY,0302,302 - FLAT ROCK,635,38,673,1,1,,11,"7,386",574,"7,960",28,10,2,133,"5,127,093","492,058","5,619,151","37,804","21,094","7,660","2,440"
Locality: 111 LUNENBURG COUNTY,0401,401 - ARROWHEAD GUN CLUB,391,30,421,,,,11,"7,386",574,"7,960",28,10,2,133,"5,127,093","492,058","5,619,151","37,804","21,094","7,660","2,440"
Locality: 111 LUNENBURG COUNTY,0402,402 - PLEASANT GROVE,802,67,869,6,,,11,"7,386",574,"7,960",28,10,2,133,"5,127,093","492,058","5,619,151","37,804","21,094","7,660","2,440"
Locality: 111 LUNENBURG COUNTY,0501,501 - REEDY CREEK,555,34,589,1,,2,11,"7,386",574,"7,960",28,10,2,133,"5,127,093","492,058","5,619,151","37,804","21,094","7,660","2,440"
Locality: 111 LUNENBURG COUNTY,0502,502 - PEOPLES COMMUNITY CENTER,605,66,671,4,1,,11,"7,386",574,"7,960",28,10,2,133,"5,127,093","492,058","5,619,151","37,804","21,094","7,660","2,440"
Locality: 111 LUNENBURG COUNTY,0601,601 - HOUNDS CREEK,"1,022",88,"1,110",6,,,11,"7,386",574,"7,960",28,10,2,133,"5,127,093","492,058","5,619,151","37,804","21,094","7,660","2,440"
Locality: 111 LUNENBURG COUNTY,0701,701 - MEHERRIN FIRE DEPARTMENT,492,36,528,1,,,11,"7,386",574,"7,960",28,10,2,133,"5,127,093","492,058","5,619,151","37,804","21,094","7,660","2,440"
Locality: 111 LUNENBURG COUNTY,0702,702 - VICTORIA PUBLIC LIBRARY,615,40,655,2,2,,11,"7,386",574,"7,960",28,10,2,133,"5,127,093","492,058","5,619,151","37,804","21,094","7,660","2,440"
Locality: 113 MADISON COUNTY,0001,001 - OAK PARK,"1,029",67,"1,096",3,4,3,9,"8,723",465,"9,188",34,20,11,133,"5,127,093","492,058","5,619,151","37,804","21,094","7,660","2,440"
Locality: 113 MADISON COUNTY,0002,002 - RADIANT,"1,467",76,"1,543",5,2,1,9,"8,723",465,"9,188",34,20,11,133,"5,127,093","492,058","5,619,151","37,804","21,094","7,660","2,440"
Locality: 113 MADISON COUNTY,0003,003 - ROCHELLE,707,23,730,2,1,1,9,"8,723",465,"9,188",34,20,11,133,"5,127,093","492,058","5,619,151","37,804","21,094","7,660","2,440"
Locality: 113 MADISON COUNTY,0004,004 - GRAVES MILL,86,1,87,3,,1,9,"8,723",465,"9,188",34,20,11,133,"5,127,093","492,058","5,619,151","37,804","21,094","7,660","2,440"
Locality: 113 MADISON COUNTY,0005,005 - MADISON,"1,680",108,"1,788",8,4,1,9,"8,723",465,"9,188",34,20,11,133,"5,127,093","492,058","5,619,151","37,804","21,094","7,660","2,440"
Locality: 113 MADISON COUNTY,0006,006 - WOLFTOWN,901,53,954,4,5,,9,"8,723",465,"9,188",34,20,11,133,"5,127,093","492,058","5,619,151","37,804","21,094","7,660","2,440"
Locality: 113 MADISON COUNTY,0007,007 - BRIGHTWOOD,"1,623",86,"1,709",4,,,9,"8,723",465,"9,188",34,20,11,133,"5,127,093","492,058","5,619,151","37,804","21,094","7,660","2,440"
Locality: 113 MADISON COUNTY,0008,008 - CRIGLERSVILLE,785,31,816,4,3,1,9,"8,723",465,"9,188",34,20,11,133,"5,127,093","492,058","5,619,151","37,804","21,094","7,660","2,440"
Locality: 113 MADISON COUNTY,0009,009 - ETLAN,445,20,465,1,1,3,9,"8,723",465,"9,188",34,20,11,133,"5,127,093","492,058","5,619,151","37,804","21,094","7,660","2,440"
Locality: 115 MATHEWS COUNTY,0001,001 - CHESAPEAKE,"1,503",126,"1,629",8,4,2,3,"6,696",436,"7,132",27,15,5,133,"5,127,093","492,058","5,619,151","37,804","21,094","7,660","2,440"
Locality: 115 MATHEWS COUNTY,0002,002 - WESTVILLE,"2,410",152,"2,562",7,4,2,3,"6,696",436,"7,132",27,15,5,133,"5,127,093","492,058","5,619,151","37,804","21,094","7,660","2,440"
Locality: 115 MATHEWS COUNTY,0003,003 - PIANKATANK,"2,783",158,"2,941",12,7,1,3,"6,696",436,"7,132",27,15,5,133,"5,127,093","492,058","5,619,151","37,804","21,094","7,660","2,440"
Locality: 117 MECKLENBURG COUNTY,0101,101 - WRIGHTS STORE,720,71,791,7,2,,23,"20,194","2,050","22,244",92,12,5,133,"5,127,093","492,058","5,619,151","37,804","21,094","7,660","2,440"
Locality: 117 MECKLENBURG COUNTY,0102,102 - PEARSONS STORE,228,22,250,,,,23,"20,194","2,050","22,244",92,12,5,133,"5,127,093","492,058","5,619,151","37,804","21,094","7,660","2,440"
Locality: 117 MECKLENBURG COUNTY,0103,103 - SOUTH CLARKSVILLE,"1,309",135,"1,444",4,1,,23,"20,194","2,050","22,244",92,12,5,133,"5,127,093","492,058","5,619,151","37,804","21,094","7,660","2,440"
Locality: 117 MECKLENBURG COUNTY,0201,201 - BOYDTON,782,62,844,7,1,,23,"20,194","2,050","22,244",92,12,5,133,"5,127,093","492,058","5,619,151","37,804","21,094","7,660","2,440"
Locality: 117 MECKLENBURG COUNTY,0202,202 - BLUESTONE SENIOR HIGH SCHOOL,326,31,357,2,,,23,"20,194","2,050","22,244",92,12,5,133,"5,127,093","492,058","5,619,151","37,804","21,094","7,660","2,440"
Locality: 117 MECKLENBURG COUNTY,0203,203 - CHASE CITY VFW POST,668,70,738,10,1,1,23,"20,194","2,050","22,244",92,12,5,133,"5,127,093","492,058","5,619,151","37,804","21,094","7,660","2,440"
Locality: 117 MECKLENBURG COUNTY,0301,301 - BRACEY,"1,424",144,"1,568",6,,1,23,"20,194","2,050","22,244",92,12,5,133,"5,127,093","492,058","5,619,151","37,804","21,094","7,660","2,440"
Locality: 117 MECKLENBURG COUNTY,0302,302 - LACROSSE,"1,023",82,"1,105",2,1,,23,"20,194","2,050","22,244",92,12,5,133,"5,127,093","492,058","5,619,151","37,804","21,094","7,660","2,440"
Locality: 117 MECKLENBURG COUNTY,0401,401 - AMERICAN LEGION HALL,"1,977",283,"2,260",6,1,,23,"20,194","2,050","22,244",92,12,5,133,"5,127,093","492,058","5,619,151","37,804","21,094","7,660","2,440"
Locality: 117 MECKLENBURG COUNTY,0402,402 - PARK VIEW MIDDLE SCHOOL,267,34,301,1,,,23,"20,194","2,050","22,244",92,12,5,133,"5,127,093","492,058","5,619,151","37,804","21,094","7,660","2,440"
Locality: 117 MECKLENBURG COUNTY,0501,501 - SOUTH HILL,"2,345",343,"2,688",7,2,,23,"20,194","2,050","22,244",92,12,5,133,"5,127,093","492,058","5,619,151","37,804","21,094","7,660","2,440"
Locality: 117 MECKLENBURG COUNTY,0601,601 - BASKERVILLE,"1,015",94,"1,109",6,,,23,"20,194","2,050","22,244",92,12,5,133,"5,127,093","492,058","5,619,151","37,804","21,094","7,660","2,440"
Locality: 117 MECKLENBURG COUNTY,0602,602 - UNION LEVEL,508,39,547,3,,,23,"20,194","2,050","22,244",92,12,5,133,"5,127,093","492,058","5,619,151","37,804","21,094","7,660","2,440"
Locality: 117 MECKLENBURG COUNTY,0603,603 - SMITH CROSSROADS,344,9,353,1,,,23,"20,194","2,050","22,244",92,12,5,133,"5,127,093","492,058","5,619,151","37,804","21,094","7,660","2,440"
Locality: 117 MECKLENBURG COUNTY,0604,604 - LAKE GASTON,537,75,612,5,1,,23,"20,194","2,050","22,244",92,12,5,133,"5,127,093","492,058","5,619,151","37,804","21,094","7,660","2,440"
Locality: 117 MECKLENBURG COUNTY,0701,701 - CHASE CITY,"1,118",120,"1,238",2,1,,23,"20,194","2,050","22,244",92,12,5,133,"5,127,093","492,058","5,619,151","37,804","21,094","7,660","2,440"
Locality: 117 MECKLENBURG COUNTY,0702,702 - SUNSHINE,839,61,900,2,,,23,"20,194","2,050","22,244",92,12,5,133,"5,127,093","492,058","5,619,151","37,804","21,094","7,660","2,440"
Locality: 117 MECKLENBURG COUNTY,0801,801 - FINCHLEY,320,29,349,5,,,23,"20,194","2,050","22,244",92,12,5,133,"5,127,093","492,058","5,619,151","37,804","21,094","7,660","2,440"
Locality: 117 MECKLENBURG COUNTY,0802,802 - BLUESTONE,"1,126",70,"1,196",8,1,1,23,"20,194","2,050","22,244",92,12,5,133,"5,127,093","492,058","5,619,151","37,804","21,094","7,660","2,440"
Locality: 117 MECKLENBURG COUNTY,0803,803 - CHASE CITY ELEMENTARY SCHOOL,811,77,888,4,,1,23,"20,194","2,050","22,244",92,12,5,133,"5,127,093","492,058","5,619,151","37,804","21,094","7,660","2,440"
Locality: 117 MECKLENBURG COUNTY,0901,901 - AVERETT,254,24,278,,,,23,"20,194","2,050","22,244",92,12,5,133,"5,127,093","492,058","5,619,151","37,804","21,094","7,660","2,440"
Locality: 117 MECKLENBURG COUNTY,0902,902 - BUFFALO SPRINGS,464,36,500,1,,,23,"20,194","2,050","22,244",92,12,5,133,"5,127,093","492,058","5,619,151","37,804","21,094","7,660","2,440"
Locality: 117 MECKLENBURG COUNTY,0903,903 - CLARKSVILLE,"1,789",139,"1,928",3,,1,23,"20,194","2,050","22,244",92,12,5,133,"5,127,093","492,058","5,619,151","37,804","21,094","7,660","2,440"
Locality: 119 MIDDLESEX COUNTY,0101,101 - SALUDA,588,31,619,4,,,6,"7,570",338,"7,908",39,14,1,133,"5,127,093","492,058","5,619,151","37,804","21,094","7,660","2,440"
Locality: 119 MIDDLESEX COUNTY,0102,102 - URBANNA,891,51,942,3,3,1,6,"7,570",338,"7,908",39,14,1,133,"5,127,093","492,058","5,619,151","37,804","21,094","7,660","2,440"
Locality: 119 MIDDLESEX COUNTY,0201,201 - NEW MARKET,"1,711",46,"1,757",2,4,,6,"7,570",338,"7,908",39,14,1,133,"5,127,093","492,058","5,619,151","37,804","21,094","7,660","2,440"
Locality: 119 MIDDLESEX COUNTY,0302,302 - CHURCH VIEW,"1,397",87,"1,484",12,1,,6,"7,570",338,"7,908",39,14,1,133,"5,127,093","492,058","5,619,151","37,804","21,094","7,660","2,440"
Locality: 119 MIDDLESEX COUNTY,0401,401- HARMONY VILLAGE,"1,420",53,"1,473",7,3,,6,"7,570",338,"7,908",39,14,1,133,"5,127,093","492,058","5,619,151","37,804","21,094","7,660","2,440"
Locality: 119 MIDDLESEX COUNTY,0501,501 - WILTON,"1,563",70,"1,633",11,3,,6,"7,570",338,"7,908",39,14,1,133,"5,127,093","492,058","5,619,151","37,804","21,094","7,660","2,440"
Locality: 121 MONTGOMERY COUNTY,0101,101 - PRECINCT A-1,"2,494",144,"2,638",10,6,9,24,"55,243","6,484","61,727",156,99,137,133,"5,127,093","492,058","5,619,151","37,804","21,094","7,660","2,440"
Locality: 121 MONTGOMERY COUNTY,0102,102 - PRECINCT A-2,"2,532",409,"2,941",7,10,14,24,"55,243","6,484","61,727",156,99,137,133,"5,127,093","492,058","5,619,151","37,804","21,094","7,660","2,440"
Locality: 121 MONTGOMERY COUNTY,0103,103 - PRECINCT A-3,"3,548",420,"3,968",6,13,22,24,"55,243","6,484","61,727",156,99,137,133,"5,127,093","492,058","5,619,151","37,804","21,094","7,660","2,440"
Locality: 121 MONTGOMERY COUNTY,0201,201 - PRECINCT B-1,372,29,401,1,,1,24,"55,243","6,484","61,727",156,99,137,133,"5,127,093","492,058","5,619,151","37,804","21,094","7,660","2,440"
Locality: 121 MONTGOMERY COUNTY,0202,202 - PRECINCT B-2,"3,389",345,"3,734",10,2,4,24,"55,243","6,484","61,727",156,99,137,133,"5,127,093","492,058","5,619,151","37,804","21,094","7,660","2,440"
Locality: 121 MONTGOMERY COUNTY,0203,203 - PRECINCT B-3,"1,835",142,"1,977",4,,1,24,"55,243","6,484","61,727",156,99,137,133,"5,127,093","492,058","5,619,151","37,804","21,094","7,660","2,440"
Locality: 121 MONTGOMERY COUNTY,0204,204 - PRECINCT B-4,"3,308",312,"3,620",15,2,2,24,"55,243","6,484","61,727",156,99,137,133,"5,127,093","492,058","5,619,151","37,804","21,094","7,660","2,440"
Locality: 121 MONTGOMERY COUNTY,0301,301 - PRECINCT C-1,"2,487",159,"2,646",5,2,,24,"55,243","6,484","61,727",156,99,137,133,"5,127,093","492,058","5,619,151","37,804","21,094","7,660","2,440"
Locality: 121 MONTGOMERY COUNTY,0302,302 - PRECINCT C-2,"2,239",135,"2,374",5,3,1,24,"55,243","6,484","61,727",156,99,137,133,"5,127,093","492,058","5,619,151","37,804","21,094","7,660","2,440"
Locality: 121 MONTGOMERY COUNTY,0303,303 - PRECINCT C-3,799,39,838,2,,,24,"55,243","6,484","61,727",156,99,137,133,"5,127,093","492,058","5,619,151","37,804","21,094","7,660","2,440"
Locality: 121 MONTGOMERY COUNTY,0304,304 - PRECINCT C-4,"2,546",203,"2,749",7,,1,24,"55,243","6,484","61,727",156,99,137,133,"5,127,093","492,058","5,619,151","37,804","21,094","7,660","2,440"
Locality: 121 MONTGOMERY COUNTY,0401,401 - PRECINCT D-1,"1,389",96,"1,485",6,,2,24,"55,243","6,484","61,727",156,99,137,133,"5,127,093","492,058","5,619,151","37,804","21,094","7,660","2,440"
Locality: 121 MONTGOMERY COUNTY,0402,402 - PRECINCT D-2,"2,084",86,"2,170",6,4,,24,"55,243","6,484","61,727",156,99,137,133,"5,127,093","492,058","5,619,151","37,804","21,094","7,660","2,440"
Locality: 121 MONTGOMERY COUNTY,0403,403 - PRECINCT D-3,"1,940",123,"2,063",2,1,,24,"55,243","6,484","61,727",156,99,137,133,"5,127,093","492,058","5,619,151","37,804","21,094","7,660","2,440"
Locality: 121 MONTGOMERY COUNTY,0404,404 - PRECINCT D-4,974,30,"1,004",4,,1,24,"55,243","6,484","61,727",156,99,137,133,"5,127,093","492,058","5,619,151","37,804","21,094","7,660","2,440"
Locality: 121 MONTGOMERY COUNTY,0405,405 - PRECINCT D-5,"2,617",210,"2,827",6,2,2,24,"55,243","6,484","61,727",156,99,137,133,"5,127,093","492,058","5,619,151","37,804","21,094","7,660","2,440"
Locality: 121 MONTGOMERY COUNTY,0501,501 - PRECINCT E-1,"3,113",385,"3,498",11,6,5,24,"55,243","6,484","61,727",156,99,137,133,"5,127,093","492,058","5,619,151","37,804","21,094","7,660","2,440"
Locality: 121 MONTGOMERY COUNTY,0502,502 - PRECINCT E-2,"1,707",102,"1,809",7,,1,24,"55,243","6,484","61,727",156,99,137,133,"5,127,093","492,058","5,619,151","37,804","21,094","7,660","2,440"
Locality: 121 MONTGOMERY COUNTY,0503,503 - PRECINCT E-3,"2,320","1,151","3,471",3,2,4,24,"55,243","6,484","61,727",156,99,137,133,"5,127,093","492,058","5,619,151","37,804","21,094","7,660","2,440"
Locality: 121 MONTGOMERY COUNTY,0601,601 - PRECINCT F-1,"3,157",326,"3,483",6,11,14,24,"55,243","6,484","61,727",156,99,137,133,"5,127,093","492,058","5,619,151","37,804","21,094","7,660","2,440"
Locality: 121 MONTGOMERY COUNTY,0602,602 - PRECINCT F-2,"2,947",398,"3,345",9,6,16,24,"55,243","6,484","61,727",156,99,137,133,"5,127,093","492,058","5,619,151","37,804","21,094","7,660","2,440"
Locality: 121 MONTGOMERY COUNTY,0603,603 - PRECINCT F-3,873,444,"1,317",7,1,,24,"55,243","6,484","61,727",156,99,137,133,"5,127,093","492,058","5,619,151","37,804","21,094","7,660","2,440"
Locality: 121 MONTGOMERY COUNTY,0701,701 - PRECINCT G-1,"3,726",358,"4,084",9,21,27,24,"55,243","6,484","61,727",156,99,137,133,"5,127,093","492,058","5,619,151","37,804","21,094","7,660","2,440"
