Locality,PrecinctCode,PrecinctName,ActiveVoters,InactiveVoters,AllVoters,MilitaryVoters,OverseasVoters,TempVoters,TotalPrecinctsInLocality,TotalActiveVotersPrecinctLocality,TotalInActiveVotersPrecinctLocality,TotalAllVotersPrecinctLocality,TotalMilitaryVotersPrecinctLocality,TotalOverseasVotersPrecinctLocality,TotalFederalVotersPrecinctLocality,StateTotalLocality,TotalActiveVotersLocality,TotalInActiveVotersLocality,TotalAllVotersLocality,TotalMilitaryVotersLocality,TotalOverseasVotersLocality,TotalFederalVotersLocality,StateTotalPrecincts
Locality: 510 ALEXANDRIA CITY,0110,110 - CHARLES HOUSTON CENTER,"3,027",504,"3,531",38,65,9,27,"93,241","13,441","106,682",772,"1,438",385,133,"5,127,093","492,058","5,619,151","37,804","21,094","7,660","2,440"
Locality: 510 ALEXANDRIA CITY,0201,201 - MAURY SCHOOL,"2,767",255,"3,022",16,61,23,27,"93,241","13,441","106,682",772,"1,438",385,133,"5,127,093","492,058","5,619,151","37,804","21,094","7,660","2,440"
Locality: 510 ALEXANDRIA CITY,0202,202 - GEORGE MASON SCHOOL,"2,736",149,"2,885",13,37,15,27,"93,241","13,441","106,682",772,"1,438",385,133,"5,127,093","492,058","5,619,151","37,804","21,094","7,660","2,440"
Locality: 510 ALEXANDRIA CITY,0203,203 - AGUDAS ACHIM SYNAGOGUE,"2,860",354,"3,214",22,54,14,27,"93,241","13,441","106,682",772,"1,438",385,133,"5,127,093","492,058","5,619,151","37,804","21,094","7,660","2,440"
Locality: 510 ALEXANDRIA CITY,0204,204 - BLESSED SACRAMENT CHURCH,"2,592",208,"2,800",17,34,9,27,"93,241","13,441","106,682",772,"1,438",385,133,"5,127,093","492,058","5,619,151","37,804","21,094","7,660","2,440"
Locality: 510 ALEXANDRIA CITY,0205,205 - DOUGLAS MACARTHUR SCHOOL,"3,703",476,"4,179",48,57,24,27,"93,241","13,441","106,682",772,"1,438",385,133,"5,127,093","492,058","5,619,151","37,804","21,094","7,660","2,440"
Locality: 510 ALEXANDRIA CITY,0206,206 - CHINQUAPIN PARK RECREATION CTR,"2,860",413,"3,273",18,41,20,27,"93,241","13,441","106,682",772,"1,438",385,133,"5,127,093","492,058","5,619,151","37,804","21,094","7,660","2,440"
Locality: 510 ALEXANDRIA CITY,0207,207 - TEMPLE BETH EL SYNAGOGUE,"3,795",299,"4,094",27,53,7,27,"93,241","13,441","106,682",772,"1,438",385,133,"5,127,093","492,058","5,619,151","37,804","21,094","7,660","2,440"
Locality: 510 ALEXANDRIA CITY,0208,208 - NOVA ARTS CENTER,"3,847",896,"4,743",32,68,11,27,"93,241","13,441","106,682",772,"1,438",385,133,"5,127,093","492,058","5,619,151","37,804","21,094","7,660","2,440"
Locality: 510 ALEXANDRIA CITY,0209,209 - JAMES K POLK SCHOOL,"3,923",553,"4,476",30,63,13,27,"93,241","13,441","106,682",772,"1,438",385,133,"5,127,093","492,058","5,619,151","37,804","21,094","7,660","2,440"
Locality: 510 ALEXANDRIA CITY,0210,210 - The Hermitage,"2,102",310,"2,412",14,18,3,27,"93,241","13,441","106,682",772,"1,438",385,133,"5,127,093","492,058","5,619,151","37,804","21,094","7,660","2,440"
Locality: 510 ALEXANDRIA CITY,0302,302 - PATRICK HENRY REC CENTER,"3,046",537,"3,583",23,25,14,27,"93,241","13,441","106,682",772,"1,438",385,133,"5,127,093","492,058","5,619,151","37,804","21,094","7,660","2,440"
Locality: 510 ALEXANDRIA CITY,0303,303 - CHARLES E BEATLEY LIBRARY,"3,591",540,"4,131",25,34,7,27,"93,241","13,441","106,682",772,"1,438",385,133,"5,127,093","492,058","5,619,151","37,804","21,094","7,660","2,440"
Locality: 510 ALEXANDRIA CITY,0304,304 - SAMUEL TUCKER SCHOOL,"5,051",880,"5,931",53,48,9,27,"93,241","13,441","106,682",772,"1,438",385,133,"5,127,093","492,058","5,619,151","37,804","21,094","7,660","2,440"
Locality: 510 ALEXANDRIA CITY,0305,305 - JOHN ADAMS SCHOOL,"3,957",954,"4,911",17,36,12,27,"93,241","13,441","106,682",772,"1,438",385,133,"5,127,093","492,058","5,619,151","37,804","21,094","7,660","2,440"
Locality: 510 ALEXANDRIA CITY,0306,306 - WILLIAM RAMSAY SCHOOL,"3,958",718,"4,676",24,34,19,27,"93,241","13,441","106,682",772,"1,438",385,133,"5,127,093","492,058","5,619,151","37,804","21,094","7,660","2,440"
Locality: 510 ALEXANDRIA CITY,0307,307 - SOUTH PORT,"3,285",518,"3,803",15,39,15,27,"93,241","13,441","106,682",772,"1,438",385,133,"5,127,093","492,058","5,619,151","37,804","21,094","7,660","2,440"
Locality: 510 ALEXANDRIA CITY,0308,308 - CAMERON STATION COMMUNITY CTR,"3,480",507,"3,987",53,73,10,27,"93,241","13,441","106,682",772,"1,438",385,133,"5,127,093","492,058","5,619,151","37,804","21,094","7,660","2,440"
Locality: 520 BRISTOL CITY,0001,001 - FIRST WARD,"1,962",354,"2,316",6,1,,4,"10,197","1,628","11,825",28,11,5,133,"5,127,093","492,058","5,619,151","37,804","21,094","7,660","2,440"
Locality: 520 BRISTOL CITY,0002,002 - SECOND WARD,"2,430",347,"2,777",5,4,3,4,"10,197","1,628","11,825",28,11,5,133,"5,127,093","492,058","5,619,151","37,804","21,094","7,660","2,440"
Locality: 520 BRISTOL CITY,0003,003 - THIRD WARD,"2,073",577,"2,650",9,2,2,4,"10,197","1,628","11,825",28,11,5,133,"5,127,093","492,058","5,619,151","37,804","21,094","7,660","2,440"
Locality: 520 BRISTOL CITY,0004,004 - FOURTH WARD,"3,732",350,"4,082",8,4,,4,"10,197","1,628","11,825",28,11,5,133,"5,127,093","492,058","5,619,151","37,804","21,094","7,660","2,440"
Locality: 530 BUENA VISTA CITY,0001,001 - FIRST WARD,"1,878",214,"2,092",7,2,1,2,"3,646",529,"4,175",12,9,6,133,"5,127,093","492,058","5,619,151","37,804","21,094","7,660","2,440"
Locality: 530 BUENA VISTA CITY,0002,002 - SECOND WARD,"1,768",315,"2,083",5,7,5,2,"3,646",529,"4,175",12,9,6,133,"5,127,093","492,058","5,619,151","37,804","21,094","7,660","2,440"
Locality: 540 CHARLOTTESVILLE CITY,0101,101 - RECREATION,"3,732",490,"4,222",12,39,17,9,"29,464","6,281","35,745",114,275,166,133,"5,127,093","492,058","5,619,151","37,804","21,094","7,660","2,440"
Locality: 540 CHARLOTTESVILLE CITY,0102,102 - CLARK,"3,702",691,"4,393",12,26,9,9,"29,464","6,281","35,745",114,275,166,133,"5,127,093","492,058","5,619,151","37,804","21,094","7,660","2,440"
Locality: 540 CHARLOTTESVILLE CITY,0201,201 - CARVER,"3,379",828,"4,207",11,44,18,9,"29,464","6,281","35,745",114,275,166,133,"5,127,093","492,058","5,619,151","37,804","21,094","7,660","2,440"
Locality: 540 CHARLOTTESVILLE CITY,0202,202 - WALKER,"3,783",475,"4,258",10,46,25,9,"29,464","6,281","35,745",114,275,166,133,"5,127,093","492,058","5,619,151","37,804","21,094","7,660","2,440"
Locality: 540 CHARLOTTESVILLE CITY,0301,301 - BENJAMIN TONSLER,"3,243",580,"3,823",11,17,10,9,"29,464","6,281","35,745",114,275,166,133,"5,127,093","492,058","5,619,151","37,804","21,094","7,660","2,440"
Locality: 540 CHARLOTTESVILLE CITY,0302,302 - JOHNSON,"3,684",684,"4,368",20,27,19,9,"29,464","6,281","35,745",114,275,166,133,"5,127,093","492,058","5,619,151","37,804","21,094","7,660","2,440"
Locality: 540 CHARLOTTESVILLE CITY,0303,303 - BUFORD,"2,388",750,"3,138",14,22,21,9,"29,464","6,281","35,745",114,275,166,133,"5,127,093","492,058","5,619,151","37,804","21,094","7,660","2,440"
Locality: 540 CHARLOTTESVILLE CITY,0401,401 - VENABLE,"2,781",991,"3,772",13,22,14,9,"29,464","6,281","35,745",114,275,166,133,"5,127,093","492,058","5,619,151","37,804","21,094","7,660","2,440"
Locality: 540 CHARLOTTESVILLE CITY,0402,402 - ALUMNI HALL,"2,772",792,"3,564",11,32,33,9,"29,464","6,281","35,745",114,275,166,133,"5,127,093","492,058","5,619,151","37,804","21,094","7,660","2,440"
Locality: 550 CHESAPEAKE CITY,0001,001 - GREAT BRIDGE,"2,572",286,"2,858",36,6,1,63,"142,828","17,162","159,990","2,702",399,38,133,"5,127,093","492,058","5,619,151","37,804","21,094","7,660","2,440"
Locality: 550 CHESAPEAKE CITY,0002,002 - BETHEL,"2,347",285,"2,632",45,5,1,63,"142,828","17,162","159,990","2,702",399,38,133,"5,127,093","492,058","5,619,151","37,804","21,094","7,660","2,440"
Locality: 550 CHESAPEAKE CITY,0003,003 - CAMELOT,"3,184",370,"3,554",45,7,,63,"142,828","17,162","159,990","2,702",399,38,133,"5,127,093","492,058","5,619,151","37,804","21,094","7,660","2,440"
Locality: 550 CHESAPEAKE CITY,0004,004 - CHURCHLAND,"1,819",163,"1,982",24,10,,63,"142,828","17,162","159,990","2,702",399,38,133,"5,127,093","492,058","5,619,151","37,804","21,094","7,660","2,440"
Locality: 550 CHESAPEAKE CITY,0005,005 - CRESTWOOD,"2,457",300,"2,757",59,10,,63,"142,828","17,162","159,990","2,702",399,38,133,"5,127,093","492,058","5,619,151","37,804","21,094","7,660","2,440"
Locality: 550 CHESAPEAKE CITY,0006,006 - DEEP CREEK,"4,436",432,"4,868",131,8,2,63,"142,828","17,162","159,990","2,702",399,38,133,"5,127,093","492,058","5,619,151","37,804","21,094","7,660","2,440"
Locality: 550 CHESAPEAKE CITY,0007,007 - GREENBRIER,"2,822",242,"3,064",58,15,1,63,"142,828","17,162","159,990","2,702",399,38,133,"5,127,093","492,058","5,619,151","37,804","21,094","7,660","2,440"
Locality: 550 CHESAPEAKE CITY,0008,008 - SOUTH NORFOLK RECREATION,"2,678",356,"3,034",41,1,,63,"142,828","17,162","159,990","2,702",399,38,133,"5,127,093","492,058","5,619,151","37,804","21,094","7,660","2,440"
Locality: 550 CHESAPEAKE CITY,0009,009 - BELLS MILL,"4,395",296,"4,691",77,9,2,63,"142,828","17,162","159,990","2,702",399,38,133,"5,127,093","492,058","5,619,151","37,804","21,094","7,660","2,440"
Locality: 550 CHESAPEAKE CITY,0010,010 - OSCAR SMITH,"1,327",243,"1,570",16,2,,63,"142,828","17,162","159,990","2,702",399,38,133,"5,127,093","492,058","5,619,151","37,804","21,094","7,660","2,440"
Locality: 550 CHESAPEAKE CITY,0011,011 - GENEVA PARK,"2,407",534,"2,941",18,1,,63,"142,828","17,162","159,990","2,702",399,38,133,"5,127,093","492,058","5,619,151","37,804","21,094","7,660","2,440"
Locality: 550 CHESAPEAKE CITY,0012,012 - GEORGETOWN,"2,153",250,"2,403",32,6,2,63,"142,828","17,162","159,990","2,702",399,38,133,"5,127,093","492,058","5,619,151","37,804","21,094","7,660","2,440"
Locality: 550 CHESAPEAKE CITY,0013,013 - GILMERTON,"2,221",270,"2,491",59,2,,63,"142,828","17,162","159,990","2,702",399,38,133,"5,127,093","492,058","5,619,151","37,804","21,094","7,660","2,440"
Locality: 550 CHESAPEAKE CITY,0014,014 - GRASSFIELD,683,51,734,8,,,63,"142,828","17,162","159,990","2,702",399,38,133,"5,127,093","492,058","5,619,151","37,804","21,094","7,660","2,440"
Locality: 550 CHESAPEAKE CITY,0015,015 - B M WILLIAMS,"2,367",590,"2,957",73,8,,63,"142,828","17,162","159,990","2,702",399,38,133,"5,127,093","492,058","5,619,151","37,804","21,094","7,660","2,440"
Locality: 550 CHESAPEAKE CITY,0016,016 - HICKORY GROVE,"2,657",201,"2,858",42,14,1,63,"142,828","17,162","159,990","2,702",399,38,133,"5,127,093","492,058","5,619,151","37,804","21,094","7,660","2,440"
Locality: 550 CHESAPEAKE CITY,0017,017 - INDIAN CREEK,"1,744",85,"1,829",26,8,,63,"142,828","17,162","159,990","2,702",399,38,133,"5,127,093","492,058","5,619,151","37,804","21,094","7,660","2,440"
Locality: 550 CHESAPEAKE CITY,0018,018 - INDIAN RIVER,"2,042",374,"2,416",37,2,,63,"142,828","17,162","159,990","2,702",399,38,133,"5,127,093","492,058","5,619,151","37,804","21,094","7,660","2,440"
Locality: 550 CHESAPEAKE CITY,0019,019 - JOLLIFF,"1,640",99,"1,739",29,6,,63,"142,828","17,162","159,990","2,702",399,38,133,"5,127,093","492,058","5,619,151","37,804","21,094","7,660","2,440"
Locality: 550 CHESAPEAKE CITY,0020,020 - E W CHITTUM,"2,706",203,"2,909",56,9,2,63,"142,828","17,162","159,990","2,702",399,38,133,"5,127,093","492,058","5,619,151","37,804","21,094","7,660","2,440"
Locality: 550 CHESAPEAKE CITY,0021,021 - FELLOWSHIP,"2,330",259,"2,589",30,6,,63,"142,828","17,162","159,990","2,702",399,38,133,"5,127,093","492,058","5,619,151","37,804","21,094","7,660","2,440"
Locality: 550 CHESAPEAKE CITY,0022,022 - NORFOLK HIGHLANDS,"1,685",223,"1,908",21,1,,63,"142,828","17,162","159,990","2,702",399,38,133,"5,127,093","492,058","5,619,151","37,804","21,094","7,660","2,440"
Locality: 550 CHESAPEAKE CITY,0023,023 - OAK GROVE,"2,514",347,"2,861",45,10,1,63,"142,828","17,162","159,990","2,702",399,38,133,"5,127,093","492,058","5,619,151","37,804","21,094","7,660","2,440"
Locality: 550 CHESAPEAKE CITY,0024,024 - OAKLETTE,"2,426",552,"2,978",24,,2,63,"142,828","17,162","159,990","2,702",399,38,133,"5,127,093","492,058","5,619,151","37,804","21,094","7,660","2,440"
Locality: 550 CHESAPEAKE CITY,0025,025 - ST JULIANS,"1,376",256,"1,632",20,1,1,63,"142,828","17,162","159,990","2,702",399,38,133,"5,127,093","492,058","5,619,151","37,804","21,094","7,660","2,440"
Locality: 550 CHESAPEAKE CITY,0026,026 - JOHNSON PARK,"1,214",230,"1,444",19,2,,63,"142,828","17,162","159,990","2,702",399,38,133,"5,127,093","492,058","5,619,151","37,804","21,094","7,660","2,440"
Locality: 550 CHESAPEAKE CITY,0027,027 - SILVERWOOD,"2,880",266,"3,146",60,4,2,63,"142,828","17,162","159,990","2,702",399,38,133,"5,127,093","492,058","5,619,151","37,804","21,094","7,660","2,440"
Locality: 550 CHESAPEAKE CITY,0028,028 - SUNRAY I,324,22,346,5,,,63,"142,828","17,162","159,990","2,702",399,38,133,"5,127,093","492,058","5,619,151","37,804","21,094","7,660","2,440"
Locality: 550 CHESAPEAKE CITY,0029,029 - TANGLEWOOD,"2,029",240,"2,269",35,3,,63,"142,828","17,162","159,990","2,702",399,38,133,"5,127,093","492,058","5,619,151","37,804","21,094","7,660","2,440"
Locality: 550 CHESAPEAKE CITY,0030,030 - SOUTH NORFOLK,"1,280",176,"1,456",13,2,,63,"142,828","17,162","159,990","2,702",399,38,133,"5,127,093","492,058","5,619,151","37,804","21,094","7,660","2,440"
Locality: 550 CHESAPEAKE CITY,0031,031 - CARVER SCHOOL,"3,087",522,"3,609",35,7,,63,"142,828","17,162","159,990","2,702",399,38,133,"5,127,093","492,058","5,619,151","37,804","21,094","7,660","2,440"
Locality: 550 CHESAPEAKE CITY,0032,032 - PROVIDENCE,"3,399",573,"3,972",43,2,1,63,"142,828","17,162","159,990","2,702",399,38,133,"5,127,093","492,058","5,619,151","37,804","21,094","7,660","2,440"
Locality: 550 CHESAPEAKE CITY,0033,033 - WESTOVER,"1,432",281,"1,713",24,3,2,63,"142,828","17,162","159,990","2,702",399,38,133,"5,127,093","492,058","5,619,151","37,804","21,094","7,660","2,440"
Locality: 550 CHESAPEAKE CITY,0034,034 - HICKORY MIDDLE SCHOOL,"3,542",284,"3,826",66,18,2,63,"142,828","17,162","159,990","2,702",399,38,133,"5,127,093","492,058","5,619,151","37,804","21,094","7,660","2,440"
Locality: 550 CHESAPEAKE CITY,0035,035 - TAYLOR ROAD,"1,700",311,"2,011",28,2,,63,"142,828","17,162","159,990","2,702",399,38,133,"5,127,093","492,058","5,619,151","37,804","21,094","7,660","2,440"
Locality: 550 CHESAPEAKE CITY,0036,036 - GREAT BRIDGE BAPTIST CHURCH,"3,669",401,"4,070",63,8,1,63,"142,828","17,162","159,990","2,702",399,38,133,"5,127,093","492,058","5,619,151","37,804","21,094","7,660","2,440"
Locality: 550 CHESAPEAKE CITY,0037,037 - BRIDGETOWN,"1,969",141,"2,110",45,6,1,63,"142,828","17,162","159,990","2,702",399,38,133,"5,127,093","492,058","5,619,151","37,804","21,094","7,660","2,440"
Locality: 550 CHESAPEAKE CITY,0038,038 - BAILEY CREEK,"2,112",167,"2,279",27,7,1,63,"142,828","17,162","159,990","2,702",399,38,133,"5,127,093","492,058","5,619,151","37,804","21,094","7,660","2,440"
Locality: 550 CHESAPEAKE CITY,0039,039 - LAKE DRUMMOND,"1,011",92,"1,103",17,5,,63,"142,828","17,162","159,990","2,702",399,38,133,"5,127,093","492,058","5,619,151","37,804","21,094","7,660","2,440"
Locality: 550 CHESAPEAKE CITY,0040,040 - RIVER BIRCH,"3,143",520,"3,663",72,7,,63,"142,828","17,162","159,990","2,702",399,38,133,"5,127,093","492,058","5,619,151","37,804","21,094","7,660","2,440"
Locality: 550 CHESAPEAKE CITY,0041,041 - JOHN T WEST,"3,612",387,"3,999",102,17,2,63,"142,828","17,162","159,990","2,702",399,38,133,"5,127,093","492,058","5,619,151","37,804","21,094","7,660","2,440"
Locality: 550 CHESAPEAKE CITY,0042,042 - PARKWAYS,"2,152",346,"2,498",40,3,,63,"142,828","17,162","159,990","2,702",399,38,133,"5,127,093","492,058","5,619,151","37,804","21,094","7,660","2,440"
Locality: 550 CHESAPEAKE CITY,0043,043 - PLEASANT CROSSING,"2,016",157,"2,173",26,9,1,63,"142,828","17,162","159,990","2,702",399,38,133,"5,127,093","492,058","5,619,151","37,804","21,094","7,660","2,440"
Locality: 550 CHESAPEAKE CITY,0044,044 - NANSEMOND,"1,581",135,"1,716",31,9,1,63,"142,828","17,162","159,990","2,702",399,38,133,"5,127,093","492,058","5,619,151","37,804","21,094","7,660","2,440"
Locality: 550 CHESAPEAKE CITY,0045,045 - SUNRAY II,925,71,996,12,4,,63,"142,828","17,162","159,990","2,702",399,38,133,"5,127,093","492,058","5,619,151","37,804","21,094","7,660","2,440"
Locality: 550 CHESAPEAKE CITY,0046,046 - BELLS MILL II,"2,165",207,"2,372",48,9,1,63,"142,828","17,162","159,990","2,702",399,38,133,"5,127,093","492,058","5,619,151","37,804","21,094","7,660","2,440"
Locality: 550 CHESAPEAKE CITY,0047,047 - GREEN SEA,"1,405",145,"1,550",23,8,2,63,"142,828","17,162","159,990","2,702",399,38,133,"5,127,093","492,058","5,619,151","37,804","21,094","7,660","2,440"
Locality: 550 CHESAPEAKE CITY,0048,048 - JOLLIFF MIDDLE SCHOOL,"2,884",345,"3,229",75,2,,63,"142,828","17,162","159,990","2,702",399,38,133,"5,127,093","492,058","5,619,151","37,804","21,094","7,660","2,440"
Locality: 550 CHESAPEAKE CITY,0049,049 - WATERWAY,"4,447",356,"4,803",109,20,1,63,"142,828","17,162","159,990","2,702",399,38,133,"5,127,093","492,058","5,619,151","37,804","21,094","7,660","2,440"
Locality: 550 CHESAPEAKE CITY,0050,050 - RIVER WALK,"2,461",308,"2,769",66,12,2,63,"142,828","17,162","159,990","2,702",399,38,133,"5,127,093","492,058","5,619,151","37,804","21,094","7,660","2,440"
Locality: 550 CHESAPEAKE CITY,0051,051 - COOPERS WAY,"2,801",212,"3,013",47,7,,63,"142,828","17,162","159,990","2,702",399,38,133,"5,127,093","492,058","5,619,151","37,804","21,094","7,660","2,440"
Locality: 550 CHESAPEAKE CITY,0052,052 - SHIPYARD ROAD,"2,441",213,"2,654",78,9,,63,"142,828","17,162","159,990","2,702",399,38,133,"5,127,093","492,058","5,619,151","37,804","21,094","7,660","2,440"
Locality: 550 CHESAPEAKE CITY,0053,053 - FAIRWAYS,"1,663",326,"1,989",33,4,,63,"142,828","17,162","159,990","2,702",399,38,133,"5,127,093","492,058","5,619,151","37,804","21,094","7,660","2,440"
Locality: 550 CHESAPEAKE CITY,0054,054 - PUGHSVILLE,"2,400",335,"2,735",51,6,,63,"142,828","17,162","159,990","2,702",399,38,133,"5,127,093","492,058","5,619,151","37,804","21,094","7,660","2,440"
Locality: 550 CHESAPEAKE CITY,0055,055 - GEORGETOWN EAST,"1,586",216,"1,802",23,2,,63,"142,828","17,162","159,990","2,702",399,38,133,"5,127,093","492,058","5,619,151","37,804","21,094","7,660","2,440"
Locality: 550 CHESAPEAKE CITY,0056,056 - GREEN TREE,"1,978",370,"2,348",37,11,1,63,"142,828","17,162","159,990","2,702",399,38,133,"5,127,093","492,058","5,619,151","37,804","21,094","7,660","2,440"
Locality: 550 CHESAPEAKE CITY,0057,057 - CYPRESS,"2,348",524,"2,872",43,12,,63,"142,828","17,162","159,990","2,702",399,38,133,"5,127,093","492,058","5,619,151","37,804","21,094","7,660","2,440"
Locality: 550 CHESAPEAKE CITY,0058,058 - EXPRESSWAY,968,156,"1,124",21,2,,63,"142,828","17,162","159,990","2,702",399,38,133,"5,127,093","492,058","5,619,151","37,804","21,094","7,660","2,440"
Locality: 550 CHESAPEAKE CITY,0059,059 - CLEARFIELD,"1,625",125,"1,750",31,2,,63,"142,828","17,162","159,990","2,702",399,38,133,"5,127,093","492,058","5,619,151","37,804","21,094","7,660","2,440"
Locality: 550 CHESAPEAKE CITY,0060,060 - PARKER ROAD,"3,293",260,"3,553",77,13,1,63,"142,828","17,162","159,990","2,702",399,38,133,"5,127,093","492,058","5,619,151","37,804","21,094","7,660","2,440"
Locality: 550 CHESAPEAKE CITY,0061,061 - CENTERVILLE,"2,085",162,"2,247",51,4,,63,"142,828","17,162","159,990","2,702",399,38,133,"5,127,093","492,058","5,619,151","37,804","21,094","7,660","2,440"
Locality: 550 CHESAPEAKE CITY,0062,062 - FENTRESS,"2,527",190,"2,717",43,4,,63,"142,828","17,162","159,990","2,702",399,38,133,"5,127,093","492,058","5,619,151","37,804","21,094","7,660","2,440"
Locality: 550 CHESAPEAKE CITY,0063,063 - POPLAR BRANCH,"1,686",123,"1,809",31,7,,63,"142,828","17,162","159,990","2,702",399,38,133,"5,127,093","492,058","5,619,151","37,804","21,094","7,660","2,440"
Locality: 570 COLONIAL HEIGHTS CITY,0001,001 - FIRST,"1,792",227,"2,019",11,3,2,5,"11,493","1,037","12,530",81,16,6,133,"5,127,093","492,058","5,619,151","37,804","21,094","7,660","2,440"
Locality: 570 COLONIAL HEIGHTS CITY,0002,002 - SECOND,"2,008",218,"2,226",23,1,1,5,"11,493","1,037","12,530",81,16,6,133,"5,127,093","492,058","5,619,151","37,804","21,094","7,660","2,440"
Locality: 570 COLONIAL HEIGHTS CITY,0003,003 - THIRD,"2,319",206,"2,525",16,4,2,5,"11,493","1,037","12,530",81,16,6,133,"5,127,093","492,058","5,619,151","37,804","21,094","7,660","2,440"
Locality: 570 COLONIAL HEIGHTS CITY,0004,004 - FOURTH,"2,935",271,"3,206",13,3,1,5,"11,493","1,037","12,530",81,16,6,133,"5,127,093","492,058","5,619,151","37,804","21,094","7,660","2,440"
Locality: 570 COLONIAL HEIGHTS CITY,0005,005 - FIFTH,"2,439",115,"2,554",18,5,,5,"11,493","1,037","12,530",81,16,6,133,"5,127,093","492,058","5,619,151","37,804","21,094","7,660","2,440"
Locality: 580 COVINGTON CITY,0101,101 - PRECINCT 1-1,545,65,610,,,,5,"3,398",338,"3,736",4,,4,133,"5,127,093","492,058","5,619,151","37,804","21,094","7,660","2,440"
Locality: 580 COVINGTON CITY,0201,201 - PRECINCT 2-1,661,75,736,,,,5,"3,398",338,"3,736",4,,4,133,"5,127,093","492,058","5,619,151","37,804","21,094","7,660","2,440"
Locality: 580 COVINGTON CITY,0301,301 - PRECINCT 3-1,654,94,748,2,,4,5,"3,398",338,"3,736",4,,4,133,"5,127,093","492,058","5,619,151","37,804","21,094","7,660","2,440"
Locality: 580 COVINGTON CITY,0401,401 - PRECINCT 4-1,791,50,841,1,,,5,"3,398",338,"3,736",4,,4,133,"5,127,093","492,058","5,619,151","37,804","21,094","7,660","2,440"
Locality: 580 COVINGTON CITY,0501,501 - PRECINCT 5-1,747,54,801,1,,,5,"3,398",338,"3,736",4,,4,133,"5,127,093","492,058","5,619,151","37,804","21,094","7,660","2,440"
Locality: 590 DANVILLE CITY,0001,001 - WARD ONE,733,101,834,2,1,,16,"25,991","2,561","28,552",59,27,15,133,"5,127,093","492,058","5,619,151","37,804","21,094","7,660","2,440"
Locality: 590 DANVILLE CITY,0002,002 - WARD TWO,913,123,"1,036",1,,1,16,"25,991","2,561","28,552",59,27,15,133,"5,127,093","492,058","5,619,151","37,804","21,094","7,660","2,440"
Locality: 590 DANVILLE CITY,0003,003 - WARD THREE,"1,630",236,"1,866",8,2,3,16,"25,991","2,561","28,552",59,27,15,133,"5,127,093","492,058","5,619,151","37,804","21,094","7,660","2,440"
Locality: 590 DANVILLE CITY,0004,004 - WARD FOUR,"2,870",307,"3,177",8,5,3,16,"25,991","2,561","28,552",59,27,15,133,"5,127,093","492,058","5,619,151","37,804","21,094","7,660","2,440"
Locality: 590 DANVILLE CITY,0006,006 - WARD SIX,938,94,"1,032",2,1,,16,"25,991","2,561","28,552",59,27,15,133,"5,127,093","492,058","5,619,151","37,804","21,094","7,660","2,440"
Locality: 590 DANVILLE CITY,0007,007 - WARD SEVEN,"1,643",275,"1,918",,2,,16,"25,991","2,561","28,552",59,27,15,133,"5,127,093","492,058","5,619,151","37,804","21,094","7,660","2,440"
Locality: 590 DANVILLE CITY,0008,008 - WARD EIGHT,"1,382",116,"1,498",1,1,1,16,"25,991","2,561","28,552",59,27,15,133,"5,127,093","492,058","5,619,151","37,804","21,094","7,660","2,440"
Locality: 590 DANVILLE CITY,0009,009 - WARD NINE,"1,229",95,"1,324",2,,,16,"25,991","2,561","28,552",59,27,15,133,"5,127,093","492,058","5,619,151","37,804","21,094","7,660","2,440"
Locality: 590 DANVILLE CITY,0010,010 - WARD TEN,"1,619",117,"1,736",1,1,2,16,"25,991","2,561","28,552",59,27,15,133,"5,127,093","492,058","5,619,151","37,804","21,094","7,660","2,440"
Locality: 590 DANVILLE CITY,0011,011 - WARD ELEVEN,"2,344",193,"2,537",6,1,3,16,"25,991","2,561","28,552",59,27,15,133,"5,127,093","492,058","5,619,151","37,804","21,094","7,660","2,440"
Locality: 590 DANVILLE CITY,0012,012 - WARD TWELVE,"2,355",149,"2,504",2,4,,16,"25,991","2,561","28,552",59,27,15,133,"5,127,093","492,058","5,619,151","37,804","21,094","7,660","2,440"
Locality: 590 DANVILLE CITY,0013,013 - WARD THIRTEEN,"2,113",227,"2,340",7,4,1,16,"25,991","2,561","28,552",59,27,15,133,"5,127,093","492,058","5,619,151","37,804","21,094","7,660","2,440"
Locality: 590 DANVILLE CITY,0014,014 - WARD FOURTEEN,388,44,432,2,,,16,"25,991","2,561","28,552",59,27,15,133,"5,127,093","492,058","5,619,151","37,804","21,094","7,660","2,440"
Locality: 590 DANVILLE CITY,0015,015 - WARD FIFTEEN,"1,916",187,"2,103",7,2,,16,"25,991","2,561","28,552",59,27,15,133,"5,127,093","492,058","5,619,151","37,804","21,094","7,660","2,440"
Locality: 590 DANVILLE CITY,0016,016 - WARD SIXTEEN,"2,113",174,"2,287",6,1,,16,"25,991","2,561","28,552",59,27,15,133,"5,127,093","492,058","5,619,151","37,804","21,094","7,660","2,440"
Locality: 590 DANVILLE CITY,0017,017 - WARD SEVENTEEN,"1,805",123,"1,928",4,2,1,16,"25,991","2,561","28,552",59,27,15,133,"5,127,093","492,058","5,619,151","37,804","21,094","7,660","2,440"
Locality: 595 EMPORIA CITY,0101,101 - PRECINCT 1-1,560,69,629,1,1,,7,"3,448",468,"3,916",9,2,,133,"5,127,093","492,058","5,619,151","37,804","21,094","7,660","2,440"
